DAP,Reaction,Active_In,Flux_Value
15,cpTransport_C00156[K],WT_only,0.00045496
15,cpTransport_C00617[K],WT_only,0.00029622
15,cpTransport_C00935[K],WT_only,0.00029622
15,cpTransport_C02504[K],WT_only,-0.17171630
15,cpTransport_C03287[K],WT_only,0.00011519
15,cpTransport_MC00925[K],WT_only,0.00000032
15,cpTransport_MC00928[K],WT_only,0.00000057
15,cpTransport_MC00932[K],WT_only,-0.00000060
15,cpTransport_MC00935[K],WT_only,0.00000113
15,cpTransport_MC00950[K],WT_only,0.00000089
15,cpTransport_MC01034[K],WT_only,0.00000060
15,16:0/16:0-PEdegradation[K],O2_only,0.01812048
15,16:0/18:2-PEdegradation[K],O2_only,0.00000148
15,16:0/18:3-PCdegradation[K],O2_only,0.00000163
15,18:1/18:1-DGDGdegradation[K],O2_only,0.00000007
15,18:1/18:1-MGDGdegradation[K],O2_only,0.00000006
15,ExB_C00131[K],O2_only,0.00002085
15,Exchange_160MGDG[K,L],O2_only,-0.00000027
15,Exchange_160PG[K,L],O2_only,-0.00000002
15,Exchange_180PC[K,L],O2_only,-0.00000008
15,Exchange_182DGDG[K,L],O2_only,-0.00000094
15,Exchange_182MGDG[K,L],O2_only,-0.00000095
15,Exchange_C00047[K,L],O2_only,0.00579750
15,MR01085[K,c],O2_only,-0.01812016
15,MR01094[K,c],O2_only,0.00000148
15,MR01097[K,c],O2_only,0.01812016
15,MR01102[K,c],O2_only,0.00000148
15,MR01122[K,p],O2_only,0.00002880
15,MR01124[K,p],O2_only,0.00002880
15,MR01133[K,p],O2_only,-0.00000013
15,MR01134[K,p],O2_only,-0.00000013
15,MR01138[K,c],O2_only,-0.00000163
15,MR01144[K,p],O2_only,-0.00000006
15,MR01163[K,c],O2_only,0.00000148
15,MR01210[K,c],O2_only,0.01812016
15,MR01219[K,c],O2_only,0.01812016
15,MR01228[K,c],O2_only,0.01812016
15,PhloemImport_C00015_I[K,c],O2_only,0.00000356
15,PhloemImport_C00025[K,c],O2_only,0.02267468
15,PhloemImport_C00144_I[K,c],O2_only,0.00000219
15,PhloemTransport_C00015[K,c],O2_only,0.00000356
15,PhloemTransport_C00025[K,c],O2_only,0.02267468
15,PhloemTransport_C00144[K,c],O2_only,0.00000219
15,R00006_mod[K,p],O2_only,0.16039228
15,R00093[K,p],O2_only,0.00083023
15,R00185[K,p],O2_only,0.00027146
15,R00253[K,c],O2_only,0.00032927
15,R00253[K,p],O2_only,0.00083023
15,R00259[K,p],O2_only,0.00009542
15,R00299[K,c],O2_only,0.93322712
15,R00332[K,c],O2_only,0.00000219
15,R00342[K,x],O2_only,-0.00022343
15,R00512[K,c],O2_only,0.01812016
15,R00571[K,c],O2_only,0.00000208
15,R00582[K,p],O2_only,0.01873006
15,R00586[K,p],O2_only,0.00060680
15,R00667[K,p],O2_only,0.00009542
15,R00669[K,p],O2_only,0.00009542
15,R00756[K,c],O2_only,0.48963527
15,R00770[K,c],O2_only,0.42341551
15,R00782[K,p],O2_only,0.00060680
15,R00840[K,c],O2_only,-0.00049077
15,R00970[K,c],O2_only,-0.42341551
15,R01067[K,p],O2_only,0.00024453
15,R01185[K,c],O2_only,0.00049077
15,R01302[K,c],O2_only,0.00037688
15,R01473[K,c],O2_only,0.00024539
15,R02016[K,p],O2_only,0.00060680
15,R02017[K,c],O2_only,0.00002085
15,R02103[K,x],O2_only,0.00022343
15,R02283[K,p],O2_only,0.00009542
15,R02422[K,x],O2_only,0.00022343
15,R02649[K,p],O2_only,0.00009542
15,R03443[K,p],O2_only,0.00009542
15,R04726[K,p],O2_only,0.03635974
15,R04859[K,p],O2_only,0.00060680
15,R04957[K,p],O2_only,0.03635974
15,R10170[K,p],O2_only,0.16038189
15,cpTransport_C00009[K],O2_only,0.36140743
15,cpTransport_C00020[K],O2_only,0.00027146
15,cpTransport_C00065[K],O2_only,0.01812327
15,cpTransport_C02050[K],O2_only,0.00000148
15,cpTransport_C04411[K],O2_only,0.16038189
15,cpTransport_MC00926[K],O2_only,0.00000006
15,cpTransport_MC00937[K],O2_only,0.00000007
15,cxTransport_C00036[K],O2_only,0.00022343
15,cxTransport_C00149[K],O2_only,-0.00022343
18,16:0/16:0-PCdegradation[K],WT_only,0.00000046
18,16:0/16:0-PEdegradation[K],WT_only,0.00000006
18,16:0/18:3-DGDGdegradation[K],WT_only,0.00000387
18,18:0/18:0-PCdegradation[K],WT_only,0.00000004
18,18:2/18:3-MGDGdegradation[K],WT_only,0.00000088
18,Exchange_160MGDG[K,L],WT_only,-0.00000025
18,Exchange_180PE[K,L],WT_only,-0.00000008
18,Exchange_181DGDG[K,L],WT_only,-0.00000013
18,Exchange_181PC[K,L],WT_only,-0.00000013
18,Exchange_C00031[K,L],WT_only,25.44120993
18,Exchange_C00064[K,L],WT_only,0.10022128
18,MR00348[K,c],WT_only,0.00000024
18,MR00684[K,p],WT_only,0.03378551
18,MR00687[K,p],WT_only,0.03378551
18,MR01107[K,p],WT_only,-0.00000001
18,MR01121[K,p],WT_only,0.00002667
18,MR01123[K,p],WT_only,0.00002579
18,MR01132[K,p],WT_only,0.00000387
18,MR01141[K,c],WT_only,-0.00000004
18,MR01237[K,p],WT_only,-0.00000001
18,MR01245[K,c],WT_only,0.00000052
18,MR01245[K,p],WT_only,-0.00000053
18,MR01275[K,c],WT_only,0.00000046
18,MR01281[K,c],WT_only,0.00000133
18,MR01284[K,c],WT_only,0.00000052
18,PhloemImport_C00008_I[K,c],WT_only,0.00022901
18,PhloemImport_C00075_I[K,c],WT_only,0.00000138
18,PhloemImport_C00095[K,c],WT_only,23.94940077
18,PhloemImport_C00137_I[K,c],WT_only,0.00045601
18,PhloemImport_C00144_I[K,c],WT_only,0.00000203
18,PhloemTransport_C00008[K,c],WT_only,0.00022901
18,PhloemTransport_C00075[K,c],WT_only,0.00000138
18,PhloemTransport_C00095[K,c],WT_only,23.94940077
18,PhloemTransport_C00137[K,c],WT_only,0.00045601
18,PhloemTransport_C00144[K,c],WT_only,0.00000203
18,R00014[K,p],WT_only,0.00000115
18,R00192[K,p],WT_only,0.00047936
18,R00210[K,m],WT_only,0.04829250
18,R00239[K,c],WT_only,0.00008866
18,R00299[K,c],WT_only,1.57985906
18,R00330[K,c],WT_only,0.00000203
18,R00332[K,c],WT_only,0.00000203
18,R00342[K,m],WT_only,0.04829250
18,R00351[K,m],WT_only,-0.04829250
18,R00582[K,p],WT_only,0.01683934
18,R00756[K,c],WT_only,1.16868845
18,R00756[K,p],WT_only,0.00025158
18,R01068[K,p],WT_only,0.00025158
18,R01385[K,c],WT_only,0.00022800
18,R02327[K,c],WT_only,-0.00000024
18,R02636[K,c],WT_only,0.00022800
18,R02739_mod[K,p],WT_only,0.00025158
18,R03313[K,p],WT_only,0.00008866
18,R03321_mod[K,p],WT_only,0.00025158
18,R03968[K,p],WT_only,0.04587777
18,R04001[K,p],WT_only,0.04587777
18,R04426[K,p],WT_only,0.04587777
18,R04673_mod[K,p],WT_only,0.00000115
18,cmTransport_C00001[K],WT_only,0.04829250
18,cpTransport_C00065[K],WT_only,0.01683934
18,cpTransport_C00111[K],WT_only,0.22768252
18,cpTransport_C00117R[K],WT_only,0.00025158
18,cpTransport_C03287[K],WT_only,0.00008866
18,cpTransport_MC00929[K],WT_only,0.00000088
18,cpTransport_MC00936[K],WT_only,0.00000387
18,cpTransport_MC00946[K],WT_only,0.00000001
18,cpTransport_MC01034[K],WT_only,0.00000053
18,16:0/18:3-MGDGdegradation[K],O2_only,0.00000032
18,16:0/18:3-PCdegradation[K],O2_only,0.00000120
18,16:0/18:3-PEdegradation[K],O2_only,0.01729753
18,18:1/18:1-DGDGdegradation[K],O2_only,0.00000009
18,18:1/18:1-PCdegradation[K],O2_only,0.00000008
18,18:1/18:1-PEdegradation[K],O2_only,-0.00000008
18,18:2/18:2-MGDGdegradation[K],O2_only,0.00000058
18,ExB_C02094[K],O2_only,0.00000001
18,Exchange_160PE[K,L],O2_only,0.01729737
18,Exchange_180PC[K,L],O2_only,-0.00000010
18,Exchange_181PE[K,L],O2_only,-0.00000018
18,Exchange_C00025[K,L],O2_only,0.05999632
18,Exchange_C00095[K,L],O2_only,1.75401017
18,MR01085[K,c],O2_only,-0.00000001
18,MR01086[K,c],O2_only,0.00000069
18,MR01091[K,c],O2_only,0.00000069
18,MR01096[K,c],O2_only,0.01729874
18,MR01097[K,c],O2_only,0.00000001
18,MR01097[K,p],O2_only,0.00000183
18,MR01104[K,c],O2_only,0.01729874
18,MR01105[K,c],O2_only,0.00000069
18,MR01105[K,p],O2_only,0.00000068
18,MR01111[K,p],O2_only,0.00000068
18,MR01128[K,p],O2_only,0.00003663
18,MR01130[K,p],O2_only,0.00003663
18,MR01138[K,c],O2_only,-0.00000120
18,MR01139[K,c],O2_only,-0.00000008
18,MR01164[K,c],O2_only,0.01729753
18,MR01165[K,c],O2_only,-0.00000008
18,MR01204[K,p],O2_only,-0.00000068
18,MR01210[K,c],O2_only,0.00000001
18,MR01213[K,p],O2_only,-0.00000068
18,MR01219[K,c],O2_only,0.00000001
18,MR01222[K,p],O2_only,-0.00000068
18,MR01228[K,c],O2_only,0.00000001
18,MR01239[K,c],O2_only,-0.00000068
18,MR01285[K,p],O2_only,0.00000032
18,MR01289[K,p],O2_only,0.00000183
18,PhloemImport_C00002_I[K,c],O2_only,0.00029923
18,PhloemImport_C00015_I[K,c],O2_only,0.00000180
18,PhloemImport_C00044_I[K,c],O2_only,0.00000266
18,PhloemImport_C00065[K,c],O2_only,0.02200293
18,PhloemImport_C00097[K,c],O2_only,-0.00000012
18,PhloemTransport_C00002[K,c],O2_only,0.00029923
18,PhloemTransport_C00015[K,c],O2_only,0.00000180
18,PhloemTransport_C00044[K,c],O2_only,0.00000266
18,PhloemTransport_C00065[K,c],O2_only,0.02200293
18,PhloemTransport_C00097[K,c],O2_only,-0.00000012
18,R00100[K,p],O2_only,-0.00000138
18,R00185[K,p],O2_only,0.00032881
18,R00192[K,c],O2_only,0.00062644
18,R00206[K,c],O2_only,0.53751470
18,R00259[K,p],O2_only,0.00011585
18,R00512[K,c],O2_only,0.00000001
18,R00512[K,p],O2_only,-0.00000068
18,R00570[K,p],O2_only,-0.00000068
18,R00667[K,p],O2_only,0.00011585
18,R00669[K,p],O2_only,0.00011585
18,R00760[K,c],O2_only,1.65648481
18,R00782[K,p],O2_only,-0.00000012
18,R00840[K,c],O2_only,-0.00059582
18,R00859[K,p],O2_only,-0.00000012
18,R00936[K,p],O2_only,0.00000035
18,R00946[K,p],O2_only,-0.00000035
18,R00964[K,p],O2_only,0.00000035
18,R01058[K,c],O2_only,0.29520375
18,R01113[K,c],O2_only,0.00000006
18,R01185[K,c],O2_only,0.00059582
18,R01217[K,p],O2_only,-0.00000035
18,R01473[K,c],O2_only,0.00029791
18,R01663[K,p],O2_only,0.00000035
18,R01665[K,p],O2_only,-0.00000035
18,R02016[K,p],O2_only,-0.00000006
18,R02037[K,c],O2_only,0.00000237
18,R02094[K,p],O2_only,0.00000035
18,R02097[K,p],O2_only,0.00000035
18,R02101[K,p],O2_only,0.00000035
18,R02222[K,p],O2_only,-0.00000138
18,R02283[K,p],O2_only,0.00011585
18,R02326[K,p],O2_only,-0.00000035
18,R02409[K,p],O2_only,-0.00000006
18,R02649[K,p],O2_only,0.00011585
18,R03132[K,p],O2_only,0.00000006
18,R03443[K,p],O2_only,0.00011585
18,R04726[K,p],O2_only,0.04414730
18,R04859[K,p],O2_only,-0.00000006
18,R04957[K,p],O2_only,0.04414730
18,R06868[K,c],O2_only,0.00000237
18,R06869[K,c],O2_only,0.00000237
18,R08648_mod[K,p],O2_only,0.00000150
18,cpTransport_C00009[K],O2_only,0.42499072
18,cpTransport_C00020[K],O2_only,0.00032881
18,cpTransport_C00051[K],O2_only,-0.00000012
18,cpTransport_C00073[K],O2_only,-0.00000035
18,cpTransport_C00127[K],O2_only,0.00000006
18,cpTransport_C00412[K],O2_only,0.00000138
18,cpTransport_C00458[K],O2_only,0.00000035
18,cpTransport_C00491[K],O2_only,0.00000006
18,cpTransport_C04036[K],O2_only,0.01729876
18,cpTransport_MC00925[K],O2_only,0.00000032
18,cpTransport_MC00928[K],O2_only,0.00000058
18,cpTransport_MC00937[K],O2_only,0.00000009
18,cpTransport_MC00948[K],O2_only,-0.00000068
22,16:0/16:0-DGDGdegradation[K],WT_only,0.00000031
22,16:0/16:0-MGDGdegradation[K],WT_only,-0.00000031
22,16:0/16:0-PEdegradation[K],WT_only,0.00491430
22,18:1/18:1-DGDGdegradation[K],WT_only,0.00000002
22,18:1/18:1-PCdegradation[K],WT_only,0.00000002
22,18:1/18:1-PEdegradation[K],WT_only,-0.00000002
22,18:2/18:2-DGDGdegradation[K],WT_only,0.00000013
22,Exchange_160PC[K,L],WT_only,-0.00000027
22,Exchange_180SQDG[K,L],WT_only,-0.00000019
22,Exchange_181PE[K,L],WT_only,-0.00000004
22,Exchange_182SQDG[K,L],WT_only,-0.00000100
22,Exchange_C00075[K,L],WT_only,-0.00000040
22,MR00681[K,p],WT_only,0.00002287
22,MR01085[K,c],WT_only,-0.00491430
22,MR01097[K,c],WT_only,0.00491430
22,MR01124[K,p],WT_only,0.00000809
22,MR01125[K,p],WT_only,-0.00000004
22,MR01126[K,p],WT_only,-0.00000004
22,MR01139[K,c],WT_only,-0.00000002
22,MR01160[K,p],WT_only,-0.00000010
22,MR01161[K,p],WT_only,-0.00000010
22,MR01165[K,c],WT_only,-0.00000002
22,MR01210[K,c],WT_only,0.00491430
22,MR01219[K,c],WT_only,0.00491430
22,MR01228[K,c],WT_only,0.00491430
22,MR01245[K,c],WT_only,0.00491430
22,MR01284[K,c],WT_only,0.00491430
22,MR01286[K,p],WT_only,0.00000031
22,PhloemImport_C00064[K,c],WT_only,0.00008931
22,PhloemImport_C00082[K,c],WT_only,0.00000017
22,PhloemTransport_C00064[K,c],WT_only,0.00008931
22,PhloemTransport_C00082[K,c],WT_only,0.00000017
22,R00206[K,c],WT_only,1.20303135
22,R00210[K,m],WT_only,0.00004805
22,R00210[K,p],WT_only,0.03645951
22,R00239[K,p],WT_only,0.00002588
22,R00267_mod[K,m],WT_only,0.00004805
22,R00299[K,c],WT_only,1.29133568
22,R00342[K,m],WT_only,0.00004805
22,R00351[K,m],WT_only,-0.00004805
22,R00367[K,p],WT_only,-0.00000021
22,R00497[K,c],WT_only,0.00000007
22,R00586[K,p],WT_only,0.00000007
22,R00610[K,p],WT_only,-0.00000021
22,R00734[K,p],WT_only,0.00000017
22,R00756[K,p],WT_only,0.00007776
22,R00771[K,c],WT_only,1.29125792
22,R00859[K,p],WT_only,-0.00000007
22,R00894[K,p],WT_only,0.00000007
22,R00946[K,p],WT_only,-0.00000021
22,R01058[K,c],WT_only,0.11723032
22,R01067[K,c],WT_only,0.00000613
22,R01068[K,p],WT_only,0.00007776
22,R01217[K,p],WT_only,-0.00000021
22,R01325[K,m],WT_only,0.00004805
22,R01900_mod[K,m],WT_only,-0.00004805
22,R02016[K,p],WT_only,0.00000007
22,R02412[K,p],WT_only,0.00012693
22,R02739_mod[K,p],WT_only,0.00007776
22,R03321_mod[K,p],WT_only,0.00007776
22,R03968[K,c],WT_only,0.00980896
22,R04859[K,p],WT_only,0.00000007
22,R08648_mod[K,p],WT_only,0.00000034
22,R09093[K,p],WT_only,-0.00000021
22,cmTransport_C00001[K],WT_only,0.00004805
22,cmTransport_C00026[K],WT_only,-0.00004805
22,cpTransport_C00015[K],WT_only,0.08287153
22,cpTransport_C00065[K],WT_only,-0.00000007
22,cpTransport_C00073[K],WT_only,-0.00000021
22,cpTransport_C00075[K],WT_only,-0.08287153
22,cpTransport_C00082[K],WT_only,-0.00000017
22,cpTransport_C00111[K],WT_only,0.13477341
22,cpTransport_C00117R[K],WT_only,0.00007776
22,cpTransport_C00155[K],WT_only,-0.00000021
22,cpTransport_C00251[K],WT_only,0.00002471
22,cpTransport_C00669[K],WT_only,0.00000007
22,cpTransport_C02504[K],WT_only,-0.00980896
22,cpTransport_C04036[K],WT_only,0.00982861
22,cpTransport_MC00921[K],WT_only,-0.00000031
22,cpTransport_MC00932[K],WT_only,0.00000031
22,cpTransport_MC00937[K],WT_only,0.00000002
22,cpTransport_MC00938[K],WT_only,0.00000013
22,16:0/18:0-MGDGdegradation[K],O2_only,-0.00000019
22,16:0/18:0-SQDGdegradation[K],O2_only,0.00000019
22,16:0/18:2-PCdegradation[K],O2_only,0.00000027
22,16:0/18:2-SQDGdegradation[K],O2_only,0.00000098
22,18:0/18:0-MGDGdegradation[K],O2_only,0.00000010
22,18:3/18:2-DGDGdegradation[K],O2_only,0.00000025
22,ExB_C00063[K],O2_only,1.50999321
22,ExB_C00075[K],O2_only,0.00000040
22,Exchange_160DGDG[K,L],O2_only,-0.00000062
22,Exchange_181DGDG[K,L],O2_only,-0.00000004
22,Exchange_181PC[K,L],O2_only,-0.00000004
22,Exchange_C00047[K,L],O2_only,1.25078028
22,Exe_C12303[K],O2_only,1.42449854
22,MR00348[K,p],O2_only,0.00000007
22,MR00601[K,p],O2_only,1.42449854
22,MR01082[K,p],O2_only,1.42449854
22,MR01088[K,c],O2_only,0.00484859
22,MR01094[K,p],O2_only,0.00000135
22,MR01095[K,c],O2_only,0.00484859
22,MR01100[K,c],O2_only,0.00000027
22,MR01102[K,p],O2_only,0.00000135
22,MR01103[K,c],O2_only,0.00484859
22,MR01108[K,p],O2_only,-0.00000036
22,MR01110[K,p],O2_only,0.00000036
22,MR01112[K,p],O2_only,-0.00000019
22,MR01116[K,c],O2_only,-0.00000007
22,MR01127[K,p],O2_only,0.00000786
22,MR01128[K,p],O2_only,0.00000025
22,MR01129[K,p],O2_only,0.00000786
22,MR01131[K,p],O2_only,-0.00000036
22,MR01133[K,p],O2_only,-0.00000002
22,MR01134[K,p],O2_only,-0.00000002
22,MR01140[K,c],O2_only,-0.00000027
22,MR01145[K,p],O2_only,-0.00000036
22,MR01146[K,p],O2_only,0.00000036
22,MR01156[K,p],O2_only,0.00000098
22,MR01157[K,p],O2_only,0.00000010
22,MR01159[K,p],O2_only,0.00000019
22,MR01186[K,c],O2_only,0.00000027
22,MR01187[K,c],O2_only,-0.00000027
22,MR01203[K,c],O2_only,-0.00000027
22,MR01212[K,c],O2_only,-0.00000027
22,MR01221[K,c],O2_only,-0.00000027
22,MR01238[K,p],O2_only,-0.00000027
22,PhloemImport_C00015_I[K,c],O2_only,1.50999368
22,PhloemImport_C00025[K,c],O2_only,0.00013547
22,PhloemImport_C00079[K,c],O2_only,1.42449871
22,PhloemTransport_C00015[K,c],O2_only,1.50999368
22,PhloemTransport_C00025[K,c],O2_only,0.00013547
22,PhloemTransport_C00079[K,c],O2_only,1.42449871
22,R00009[K,c],O2_only,0.78584107
22,R00009[K,p],O2_only,1.24929830
22,R00014[K,p],O2_only,0.00000033
22,R00124[K,m],O2_only,-0.00012524
22,R00185[K,p],O2_only,0.00007092
22,R00200[K,p],O2_only,1.10767262
22,R00239[K,c],O2_only,0.00002554
22,R00253[K,c],O2_only,0.00008813
22,R00570[K,p],O2_only,-0.00000007
22,R00571[K,c],O2_only,1.50999328
22,R00692[K,c],O2_only,-0.00000017
22,R00756[K,c],O2_only,1.49993858
22,R01021[K,c],O2_only,0.00000007
22,R01021[K,p],O2_only,-0.00000007
22,R01373[K,p],O2_only,-0.00000017
22,R01641[K,c],O2_only,0.00000598
22,R01714[K,p],O2_only,0.00002438
22,R01730[K,p],O2_only,0.00000017
22,R01829[K,c],O2_only,0.00000598
22,R01843[K,c],O2_only,0.00000598
22,R01890[K,p],O2_only,-0.00000007
22,R02412[K,m],O2_only,0.00012524
22,R02611[K,p],O2_only,1.42449854
22,R03460[K,p],O2_only,0.00002438
22,R03968[K,p],O2_only,0.00972768
22,R04673_mod[K,p],O2_only,0.00000033
22,R07762[K,p],O2_only,0.00972097
22,cmTransport_C00009[K],O2_only,-0.00012524
22,cmTransport_C00493[K],O2_only,0.00012524
22,cmTransport_C03175[K],O2_only,-0.00012524
22,cpTransport_C00009[K],O2_only,0.45108312
22,cpTransport_C00019[K],O2_only,0.00000021
22,cpTransport_C00020[K],O2_only,0.00007092
22,cpTransport_C00021[K],O2_only,-0.00000021
22,cpTransport_C00079[K],O2_only,1.42449854
22,cpTransport_C00114[K],O2_only,-0.00000007
22,cpTransport_C00166[K],O2_only,0.00000017
22,cpTransport_C00307[K],O2_only,0.00000007
22,cpTransport_C00493[K],O2_only,-0.00012524
22,cpTransport_C02631[K],O2_only,0.00972768
22,cpTransport_C03287[K],O2_only,0.00002554
22,cpTransport_MC00922[K],O2_only,-0.00000019
22,cpTransport_MC00931[K],O2_only,0.00000010
22,cpTransport_MC00942[K],O2_only,0.00000019
22,cpTransport_MC00944[K],O2_only,0.00000098
22,cpTransport_MC00947[K],O2_only,0.00000027
22,cpTransport_MC00997[K],O2_only,0.00000025
30,18:1/18:1-DGDGdegradation[K],WT_only,0.00000001
30,18:1/18:1-MGDGdegradation[K],WT_only,0.00000001
30,18:1/18:1-PCdegradation[K],WT_only,0.00000001
30,18:1/18:1-PEdegradation[K],WT_only,-0.00000001
30,18:2/18:2-PEdegradation[K],WT_only,0.00000001
30,ExB_C00070[K],WT_only,0.00000001
30,ExB_C00712[K],WT_only,0.00000001
30,ExB_C01530[K],WT_only,0.00000001
30,ExB_C06098[K],WT_only,0.00000001
30,ExB_C08362[K],WT_only,0.00000001
30,Exchange_160MGDG[K,L],WT_only,-0.00000034
30,Exchange_180DGDG[K,L],WT_only,-0.00000005
30,Exchange_180PC[K,L],WT_only,-0.00000001
30,Exchange_182DGDG[K,L],WT_only,-0.00000012
30,Exchange_182MGDG[K,L],WT_only,-0.00000013
30,Exchange_182PC[K,L],WT_only,-0.00000020
30,Exchange_182SQDG[K,L],WT_only,-0.00000049
30,Exchange_183PC[K,L],WT_only,-0.00000019
30,Exchange_C00002[K,L],WT_only,0.04673612
30,Exchange_C00044[K,L],WT_only,-0.00000029
30,Exchange_C00075[K,L],WT_only,0.02920609
30,Exe_C12303[K],WT_only,0.05085651
30,MR00011_mod[K,p],WT_only,0.00000268
30,MR00348[K,p],WT_only,0.00000003
30,MR00601[K,p],WT_only,0.05085651
30,MR00684[K,p],WT_only,0.00479461
30,MR00687[K,p],WT_only,0.00479461
30,MR01082[K,p],WT_only,0.05085651
30,MR01087[K,p],WT_only,0.00000402
30,MR01093[K,p],WT_only,0.00000402
30,MR01108[K,p],WT_only,-0.00000005
30,MR01110[K,p],WT_only,0.00000005
30,MR01125[K,p],WT_only,-0.00000002
30,MR01126[K,p],WT_only,-0.00000002
30,MR01131[K,p],WT_only,-0.00000005
30,MR01139[K,c],WT_only,-0.00000001
30,MR01145[K,p],WT_only,-0.00000005
30,MR01146[K,p],WT_only,0.00000005
30,MR01156[K,p],WT_only,-0.00000005
30,MR01157[K,p],WT_only,0.00000005
30,MR01165[K,c],WT_only,-0.00000001
30,MR01166[K,c],WT_only,0.00000001
30,PhloemImport_C00064[K,c],WT_only,0.00004345
30,PhloemImport_C00070[K,c],WT_only,0.00000001
30,PhloemImport_C00079[K,c],WT_only,0.05085651
30,PhloemImport_C00105_I[K,c],WT_only,0.02920632
30,PhloemTransport_C00064[K,c],WT_only,0.00004345
30,PhloemTransport_C00070[K,c],WT_only,0.00000001
30,PhloemTransport_C00079[K,c],WT_only,0.05085651
30,PhloemTransport_C00105[K,c],WT_only,0.02920632
30,R00158[K,p],WT_only,0.02920632
30,R00188[K,p],WT_only,0.00000268
30,R00206[K,p],WT_only,0.00012349
30,R00239[K,c],WT_only,0.00001259
30,R00253[K,p],WT_only,0.00000003
30,R00509[K,p],WT_only,0.00000268
30,R00573[K,p],WT_only,0.00000003
30,R00756[K,c],WT_only,0.75443091
30,R00760[K,c],WT_only,1.02846822
30,R00770[K,c],WT_only,0.27147026
30,R00964[K,p],WT_only,0.02920632
30,R00970[K,c],WT_only,-0.27147026
30,R01058[K,c],WT_only,0.11635060
30,R01090[K,p],WT_only,-0.05095006
30,R01213[K,p],WT_only,0.05095006
30,R01473[K,c],WT_only,0.00003238
30,R01549[K,c],WT_only,0.24226394
30,R01652[K,p],WT_only,0.05095006
30,R01714[K,p],WT_only,0.00006175
30,R02016[K,p],WT_only,0.00000268
30,R02326[K,p],WT_only,0.00000003
30,R02611[K,p],WT_only,0.05085651
30,R03313[K,p],WT_only,0.00001259
30,R03460[K,p],WT_only,0.00006175
30,R03824[K,p],WT_only,0.00000001
30,R03968[K,c],WT_only,0.00477127
30,R04001[K,c],WT_only,0.00477127
30,R04426[K,m],WT_only,0.00477127
30,R04426[K,p],WT_only,0.04617879
30,R04798[K,p],WT_only,0.00000001
30,R04801[K,p],WT_only,0.00000001
30,R04803[K,p],WT_only,0.00000001
30,R07558[K,p],WT_only,0.00000001
30,R07559[K,p],WT_only,0.00000001
30,R08161[K,p],WT_only,0.00000001
30,R08162[K,p],WT_only,0.00000001
30,R08163[K,p],WT_only,0.00000001
30,R10170[K,p],WT_only,0.04617879
30,cmTransport_C04236[K],WT_only,-0.00477127
30,cmTransport_C04411[K],WT_only,0.00477127
30,cpTransport_C00075[K],WT_only,-0.02920628
30,cpTransport_C00079[K],WT_only,0.05085651
30,cpTransport_C00123[K],WT_only,-0.05095006
30,cpTransport_C00299[K],WT_only,0.02920632
30,cpTransport_C00458[K],WT_only,-0.00000003
30,cpTransport_C00712[K],WT_only,-0.00000001
30,cpTransport_C00811[K],WT_only,0.00004973
30,cpTransport_C02504[K],WT_only,-0.00477127
30,cpTransport_C03287[K],WT_only,0.00001259
30,cpTransport_C04236[K],WT_only,0.00477127
30,cpTransport_C08362[K],WT_only,-0.00000001
30,cpTransport_MC00926[K],WT_only,0.00000001
30,cpTransport_MC00937[K],WT_only,0.00000001
30,16:0/18:1-PCdegradation[K],O2_only,-0.00000006
30,16:0/18:1-PEdegradation[K],O2_only,0.00000006
30,16:0/18:2-PCdegradation[K],O2_only,-0.00000001
30,16:0/18:2-PEdegradation[K],O2_only,0.00000001
30,16:0/18:2-SQDGdegradation[K],O2_only,0.00000017
30,18:0/18:0-DGDGdegradation[K],O2_only,0.00000001
30,18:2/18:2-DGDGdegradation[K],O2_only,0.00000002
30,18:2/18:3-MGDGdegradation[K],O2_only,0.00000004
30,18:3/18:3-PCdegradation[K],O2_only,0.00000003
30,18:3/18:3-PEdegradation[K],O2_only,-0.00000003
30,ExB_C00063[K],O2_only,-0.00000007
30,Exchange_181PC[K,L],O2_only,-0.00000007
30,Exchange_C00025[K,L],O2_only,0.00769574
30,Exchange_C00064[K,L],O2_only,0.00387724
30,MR00064[K,c],O2_only,0.00001715
30,MR00536[K,c],O2_only,0.00001715
30,MR00722[K,c],O2_only,0.00001715
30,MR01084[K,p],O2_only,0.00000144
30,MR01089[K,p],O2_only,0.00000144
30,MR01099[K,p],O2_only,0.00000144
30,MR01107[K,p],O2_only,0.00000144
30,MR01133[K,p],O2_only,0.00000144
30,MR01134[K,p],O2_only,0.00000144
30,MR01136[K,c],O2_only,0.00000001
30,MR01137[K,c],O2_only,-0.00000003
30,MR01140[K,c],O2_only,0.00000006
30,MR01143[K,p],O2_only,-0.00000142
30,MR01149[K,p],O2_only,0.00000001
30,MR01161[K,p],O2_only,-0.00000002
30,MR01162[K,c],O2_only,0.00000006
30,MR01163[K,c],O2_only,0.00000001
30,MR01167[K,c],O2_only,-0.00000003
30,MR01206[K,p],O2_only,0.00000003
30,MR01215[K,p],O2_only,0.00000003
30,MR01224[K,p],O2_only,0.00000003
30,MR01241[K,c],O2_only,0.00000003
30,PhloemImport_C00049[K,c],O2_only,0.01546931
30,PhloemTransport_C00049[K,c],O2_only,0.01546931
30,R00017[K,m],O2_only,0.00000857
30,R00124[K,m],O2_only,0.00001715
