Reaction,WT_DAP6,O2_DAP6,Diff_DAP6,WT_DAP8,O2_DAP8,Diff_DAP8,WT_DAP10,O2_DAP10,Diff_DAP10,WT_DAP12,O2_DAP12,Diff_DAP12,WT_DAP15,O2_DAP15,Diff_DAP15,WT_DAP18,O2_DAP18,Diff_DAP18,WT_DAP22,O2_DAP22,Diff_DAP22,WT_DAP30,O2_DAP30,Diff_DAP30,MaxAbsDiff,AvgAbsDiff,ConsistentDirection
R00216[K,c],-0.11033743,-0.05309840,0.05723903,-0.05139650,-0.05976818,-0.00837168,-0.05764730,-0.05818306,-0.00053576,-0.06946023,-0.06399140,0.00546883,-0.30830584,-0.24118851,0.06711733,-0.09861645,-0.29310717,-0.19449072,-0.11667275,-1.50953109,-1.39285834,-0.23727024,-0.00428265,0.23298759,1.39285834,0.24488366,MIXED
Exchange_C00047[K,L],0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00579750,0.00579750,0.00000000,0.00000000,0.00000000,0.00000000,1.25078028,1.25078028,-0.00000074,-0.00000025,0.00000049,1.25078028,0.15707228,UP
ExB_C00047[K],0.00000251,0.00000246,-0.00000005,0.00000237,0.00000278,0.00000041,0.00000263,0.00000268,0.00000005,0.00000305,0.00000281,-0.00000024,0.00000673,0.00580307,0.00579634,0.00000518,0.00000677,0.00000159,0.00000151,1.25078177,1.25078026,0.00000000,0.00000000,0.00000000,1.25078026,0.15707237,MIXED
R00355[K,p],-0.00000251,-0.00000373,-0.00000122,-0.00000237,-0.00000405,-0.00000168,-0.00000263,-0.00000268,-0.00000005,-0.00000305,-0.00000281,0.00000024,-0.00000673,-0.00580307,-0.00579634,-0.00000518,-0.00000677,-0.00000159,-0.00000151,-1.25078177,-1.25078026,0.00000000,0.00000000,0.00000000,1.25078026,0.15707267,MIXED
R00451[K,p],0.00000251,0.00000373,0.00000122,0.00000237,0.00000405,0.00000168,0.00000263,0.00000268,0.00000005,0.00000305,0.00000281,-0.00000024,0.00000673,0.00580307,0.00579634,0.00000518,0.00000677,0.00000159,0.00000151,1.25078177,1.25078026,0.00000000,0.00000000,0.00000000,1.25078026,0.15707267,MIXED
R00480[K,p],0.00000251,0.00000373,0.00000122,0.00000237,0.00000405,0.00000168,0.00000263,0.00000268,0.00000005,0.00000305,0.00000281,-0.00000024,0.00000673,0.00580307,0.00579634,0.00000518,0.00000677,0.00000159,0.00000151,1.25078177,1.25078026,0.00000000,0.00000000,0.00000000,1.25078026,0.15707267,MIXED
R02291[K,p],0.00000251,0.00000373,0.00000122,0.00000237,0.00000405,0.00000168,0.00000263,0.00000268,0.00000005,0.00000305,0.00000281,-0.00000024,0.00000673,0.00580307,0.00579634,0.00000518,0.00000677,0.00000159,0.00000151,1.25078177,1.25078026,0.00000000,0.00000000,0.00000000,1.25078026,0.15707267,MIXED
R02292[K,p],0.00000251,0.00000373,0.00000122,0.00000237,0.00000405,0.00000168,0.00000263,0.00000268,0.00000005,0.00000305,0.00000281,-0.00000024,0.00000673,0.00580307,0.00579634,0.00000518,0.00000677,0.00000159,0.00000151,1.25078177,1.25078026,0.00000000,0.00000000,0.00000000,1.25078026,0.15707267,MIXED
R02735[K,p],0.00000251,0.00000373,0.00000122,0.00000237,0.00000405,0.00000168,0.00000263,0.00000268,0.00000005,0.00000305,0.00000281,-0.00000024,0.00000673,0.00580307,0.00579634,0.00000518,0.00000677,0.00000159,0.00000151,1.25078177,1.25078026,0.00000000,0.00000000,0.00000000,1.25078026,0.15707267,MIXED
R04198[K,p],0.00000251,0.00000373,0.00000122,0.00000237,0.00000405,0.00000168,0.00000263,0.00000268,0.00000005,0.00000305,0.00000281,-0.00000024,0.00000673,0.00580307,0.00579634,0.00000518,0.00000677,0.00000159,0.00000151,1.25078177,1.25078026,0.00000000,0.00000000,0.00000000,1.25078026,0.15707267,MIXED
R07613[K,p],-0.00000251,-0.00000373,-0.00000122,-0.00000233,-0.00000405,-0.00000172,-0.00000268,-0.00000268,0.00000000,-0.00000305,-0.00000281,0.00000024,-0.00000673,-0.00580307,-0.00579634,-0.00000518,-0.00000677,-0.00000159,-0.00000151,-1.25078177,-1.25078026,0.00000000,0.00000000,0.00000000,1.25078026,0.15707267,MIXED
cpTransport_C00047[K],-0.00000251,-0.00000373,-0.00000122,-0.00000237,-0.00000405,-0.00000168,-0.00000263,-0.00000268,-0.00000005,-0.00000305,-0.00000281,0.00000024,-0.00000673,-0.00580307,-0.00579634,-0.00000518,-0.00000677,-0.00000159,-0.00000151,-1.25078177,-1.25078026,0.00000000,0.00000000,0.00000000,1.25078026,0.15707267,MIXED
R00009[K,p],0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.24929830,1.24929830,0.00000000,0.00000000,0.00000000,1.24929830,0.15616229,UP
R00211[K,p],0.13420159,0.13108053,-0.00312106,0.12655060,0.14785730,0.02130670,0.14099995,0.14294222,0.00194227,0.16493089,0.15199142,-0.01293947,0.27297878,0.29287585,0.01989707,0.23901559,0.24751415,0.00849856,0.01986682,1.24226172,1.22239490,0.07997579,0.01864543,-0.06133036,1.22239490,0.16892880,MIXED
cpTransport_C00074[K],0.08419544,0.08828002,0.00408458,0.08281027,0.10181675,0.01900648,0.08228653,0.09121747,0.00893094,0.05978250,0.05883672,-0.00094578,0.21296235,0.17075735,-0.04220500,0.05877068,0.17949759,0.12072691,0.00012693,1.10782224,1.10769531,0.00000000,0.00002102,0.00002102,1.10769531,0.16295200,MIXED
R00200[K,p],0.08398431,0.08803312,0.00404881,0.08257205,0.10153803,0.01896598,0.08202221,0.09094870,0.00892649,0.05952660,0.05855451,-0.00097209,0.21239743,0.17028938,-0.04210805,0.05833587,0.17892946,0.12059359,0.00000000,1.10767262,1.10767262,0.00000000,0.00000000,0.00000000,1.10767262,0.16291095,MIXED
R00009[K,c],0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.78584107,0.78584107,0.00000000,0.00000000,0.00000000,0.78584107,0.09823013,UP
R01138[K,c],-0.19041340,-0.13027674,0.06013666,-0.12632234,-0.14643588,-0.02011354,-0.14292662,-0.14321433,-0.00028771,-0.00001140,-0.16102387,-0.16101247,-0.00000031,-0.42343661,-0.42343630,-0.37576310,-1.09006538,-0.71430228,-0.00000606,-0.00000591,0.00000015,-0.24226685,-0.00000957,0.24225728,0.71430228,0.20269330,MIXED
R00770[K,c],0.19040388,0.13026742,-0.06013646,0.12631331,0.14642536,0.02011205,0.14291664,0.14320405,0.00028741,-0.00000030,0.16101322,0.16101352,0.00000000,0.42341551,0.42341551,0.37574235,1.09003857,0.71429622,0.00000000,0.00000000,0.00000000,0.27147026,0.00000000,-0.27147026,0.71429622,0.20634143,MIXED
R00970[K,c],-0.19040388,-0.13026742,0.06013646,-0.12631331,-0.14642536,-0.02011205,-0.14291664,-0.14320405,-0.00028741,0.00000030,-0.16101322,-0.16101352,0.00000000,-0.42341551,-0.42341551,-0.37574235,-1.09003857,-0.71429622,0.00000000,0.00000000,0.00000000,-0.27147026,0.00000000,0.27147026,0.71429622,0.20634143,MIXED
R01549[K,c],0.19040400,0.13026754,-0.06013646,0.12631342,0.14642549,0.02011207,0.14291676,0.14320431,0.00028755,0.00000000,0.16101335,0.16101335,0.00000031,0.42341577,0.42341546,0.37574258,1.09003857,0.71429599,0.00000000,0.00000000,0.00000000,0.24226394,0.00000000,-0.24226394,0.71429599,0.20269060,MIXED
cpTransport_C00009[K],0.14272189,0.12815286,-0.01456903,0.12827203,0.14033753,0.01206550,0.16243686,0.14924173,-0.01319513,0.25848213,0.23050541,-0.02797672,0.00000000,0.36140743,0.36140743,0.00000000,0.42499072,0.42499072,0.00000000,0.45108312,0.45108312,0.00000000,0.00000000,0.00000000,0.45108312,0.16316096,MIXED
cpTransport_C00036[K],-0.10188488,-0.09944312,0.00244176,-0.09603597,-0.11214272,-0.01610675,-0.10752326,-0.10850083,-0.00097757,-0.12621448,-0.11584394,0.01037054,-0.09141891,-0.22207463,-0.13065572,0.00131986,-0.26192597,-0.26324583,0.19010617,-0.14687550,-0.33698167,-0.03877302,-0.00072499,0.03804803,0.33698167,0.09985348,MIXED
R01058[K,c],0.11126731,0.00000000,-0.11126731,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.30426622,0.24291671,-0.06134951,0.00000000,0.29520375,0.29520375,0.11723032,0.00000000,-0.11723032,0.11635060,0.00000000,-0.11635060,0.29520375,0.08767519,MIXED
R01061[K,p],-0.00831075,-0.00813648,0.00017427,-0.00784764,-0.00918477,-0.00133713,-0.00871104,-0.00885665,-0.00014561,-0.01007467,-0.00929736,0.00077731,0.15909119,-0.01842302,-0.17751421,0.21106641,-0.02236962,-0.23343603,0.12994039,-0.00492908,-0.13486947,0.08709507,0.01465051,-0.07244456,0.23343603,0.07758732,MIXED
R01015[K,p],0.00820043,0.00802848,-0.00017195,0.00774343,0.00906286,0.00131943,0.00859542,0.00873909,0.00014367,0.00994095,0.00917392,-0.00076703,-0.15903338,0.01817849,0.17721187,-0.21104262,0.02207199,0.23311461,-0.12992303,0.00486347,0.13478650,-0.08712447,-0.01465624,0.07246823,0.23311461,0.07749791,MIXED
cpTransport_C00111[K],0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.18092154,0.00000000,-0.18092154,0.22768252,0.00000000,-0.22768252,0.13477341,0.00000000,-0.13477341,0.08952159,0.01547258,-0.07404901,0.22768252,0.07717831,DOWN
cpTransport_C00236[K],0.01678825,0.01643530,-0.00035295,0.01585253,0.01855316,0.00270063,0.01759594,0.01789122,0.00029528,0.02035075,0.01878046,-0.00157029,-0.15901703,0.03721452,0.19623155,-0.19416998,0.02244420,0.21661418,-0.12992373,0.00494552,0.13486925,-0.08708696,-0.01464775,0.07243921,0.21661418,0.07813417,MIXED
R00014[K,p],0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000063,0.00000063,0.17172885,0.00000000,-0.17172885,0.00000115,0.00000000,-0.00000115,0.00000000,0.00000033,0.00000033,0.00000016,0.00000006,-0.00000010,0.17172885,0.02146638,MIXED
R04672[K,p],0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.17172885,0.00000000,-0.17172885,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.17172885,0.02146611,DOWN
R03968[K,c],0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.17171630,0.00000000,-0.17171630,0.02699756,0.14499730,0.11799974,0.00980896,0.00000000,-0.00980896,0.00477127,0.00000000,-0.00477127,0.17171630,0.03803703,MIXED
R04001[K,c],0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07717384,0.00000000,-0.07717384,0.00000000,0.00000000,0.00000000,0.17171630,0.00000000,-0.17171630,0.02699756,0.14499730,0.11799974,0.00980896,0.00972768,-0.00008128,0.00477127,0.00000000,-0.00477127,0.17171630,0.04646780,MIXED
cpTransport_C02504[K],0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.17171630,0.00000000,0.17171630,-0.02699756,-0.14499730,-0.11799974,-0.00980896,0.00000000,0.00980896,-0.00477127,0.00000000,0.00477127,0.17171630,0.03803703,MIXED
cpTransport_C04411[K],0.07555722,0.07580766,0.00025044,0.07237814,0.08625846,0.01388032,0.00000000,0.08097796,0.08097796,0.07809552,0.07334527,-0.00475025,0.00000000,0.16038189,0.16038189,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.16038189,0.03253011,MIXED
R00754[K,p],-0.13447732,-0.13134917,0.00312815,-0.12681099,-0.14816086,-0.02134987,-0.14128889,-0.14323617,-0.00194728,-0.16526523,-0.15229992,0.01296531,-0.27286882,-0.29348699,-0.02061817,-0.23893096,-0.24751942,-0.00858846,-0.01984197,-0.16813928,-0.14829731,-0.13077055,-0.01864134,0.11212921,0.14829731,0.04112797,MIXED
MR00856[K,p],0.13420159,0.13108053,-0.00312106,0.12655060,0.14785744,0.02130684,0.14099995,0.14294236,0.00194241,0.16493104,0.15199142,-0.01293962,0.27297878,0.29287585,0.01989707,0.23901559,0.24751415,0.00849856,0.01986661,0.16816366,0.14829705,0.13083230,0.01864543,-0.11218687,0.14829705,0.04102368,MIXED
R01626[K,p],0.09841259,0.08029086,-0.01812173,0.07744014,0.09063540,0.01319526,0.12034498,0.12235654,0.00201156,0.09941698,0.09174613,-0.00767085,0.21947629,0.25451818,0.03504189,0.16892756,0.30903112,0.14010356,0.06899910,0.07781470,0.00881560,0.02397306,0.01142971,-0.01254335,0.14010356,0.02968797,MIXED
cpTransport_C00014[K],0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.12124068,0.00045305,-0.12078763,0.12078763,0.01509845,DOWN
R04426[K,m],0.07555722,0.07580766,0.00025044,0.07237814,0.08625846,0.01388032,0.07717384,0.08097796,0.00380412,0.07809552,0.07334527,-0.00475025,0.17171630,0.16038189,-0.01133441,0.02699756,0.14499730,0.11799974,0.00980896,0.00972768,-0.00008128,0.00477127,0.00000000,-0.00477127,0.11799974,0.01960898,MIXED
cmTransport_C04236[K],-0.07555722,-0.07580766,-0.00025044,-0.07237814,-0.08625846,-0.01388032,-0.07717384,-0.08097796,-0.00380412,-0.07809552,-0.07334527,0.00475025,-0.17171630,-0.16038189,0.01133441,-0.02699756,-0.14499730,-0.11799974,-0.00980896,-0.00972768,0.00008128,-0.00477127,0.00000000,0.00477127,0.11799974,0.01960898,MIXED
cmTransport_C04411[K],0.07555722,0.07580766,0.00025044,0.07237814,0.08625846,0.01388032,0.07717384,0.08097796,0.00380412,0.07809552,0.07334527,-0.00475025,0.17171630,0.16038189,-0.01133441,0.02699756,0.14499730,0.11799974,0.00980896,0.00972768,-0.00008128,0.00477127,0.00000000,-0.00477127,0.11799974,0.01960898,MIXED
cpTransport_C04236[K],0.07555722,0.07580766,0.00025044,0.07237814,0.08625846,0.01388032,0.07717384,0.08097796,0.00380412,0.07809552,0.07334527,-0.00475025,0.17171630,0.16038189,-0.01133441,0.02699756,0.14499730,0.11799974,0.00980896,0.00972768,-0.00008128,0.00477127,0.00000000,-0.00477127,0.11799974,0.01960898,MIXED
R00124[K,p],-0.05760289,-0.05058673,0.00701616,-0.05112364,-0.05494110,-0.00381746,-0.06677694,-0.05993786,0.00683908,-0.11256386,-0.09983714,0.01272672,-0.16687439,-0.15020667,0.01666772,-0.20011413,-0.19820494,0.00190919,-0.17316605,-0.22236735,-0.04920130,-0.13177598,-0.01495758,0.11681840,0.11681840,0.02687450,MIXED
R00210[K,p],0.07292845,0.07353971,0.00061126,0.07006836,0.08380953,0.01374117,0.07408446,0.07825079,0.00416633,0.07266288,0.06854601,-0.00411687,0.26827720,0.15917540,-0.10910180,0.18609435,0.28473862,0.09864427,0.03645951,0.00000000,-0.03645951,0.06016914,0.00439974,-0.05576940,0.10910180,0.04032633,MIXED
Exchange_C00064[K,L],0.00000000,0.05386511,0.05386511,0.05213369,0.06063235,0.00849866,0.05846622,0.05901393,0.00054771,0.07040527,0.06486380,-0.00554147,0.00000000,0.00000000,0.00000000,0.10022128,0.00000000,-0.10022128,0.00000000,0.00000000,0.00000000,0.00000000,0.00387724,0.00387724,0.10022128,0.02156893,MIXED
ExB_C00064[K],0.00014856,0.05401053,0.05386197,0.05227400,0.06079651,0.00852251,0.05862190,0.05917223,0.00055033,0.07058533,0.06503002,-0.00555531,0.00039749,0.00032927,-0.00006822,0.10052723,0.00039976,-0.10012747,0.00008931,0.00008813,-0.00000118,0.00004345,0.00389203,0.00384858,0.10012747,0.02156695,MIXED
R00253[K,c],0.00000000,0.05401053,0.05401053,0.05227400,0.06079651,0.00852251,0.05862190,0.05917223,0.00055033,0.07058533,0.06503002,-0.00555531,0.00000000,0.00032927,0.00032927,0.10052723,0.00039976,-0.10012747,0.00000000,0.00008813,0.00008813,0.00000000,0.00389203,0.00389203,0.10012747,0.02163445,MIXED
R00281[K,p],-0.13102900,-0.12828070,0.00274830,-0.12372654,-0.14480861,-0.02108207,-0.13733720,-0.13963702,-0.00229982,-0.15883470,-0.14657894,0.01225576,-0.30718536,-0.29045753,0.01672783,-0.20319510,-0.29999497,-0.09679987,-0.07893396,-0.05850222,0.02043174,-0.03844473,-0.01308338,0.02536135,0.09679987,0.02471334,MIXED
R00156[K,p],0.00012482,0.00012242,-0.00000240,0.00011809,0.00013793,0.00001984,0.00013167,0.00013252,0.00000085,0.00015170,0.00014034,-0.00001136,0.00033636,0.00027729,-0.00005907,0.00025882,0.00033920,0.00008038,0.08294572,0.00007384,-0.08287188,0.00000000,0.00000000,0.00000000,0.08287188,0.01038072,MIXED
cpTransport_C00015[K],0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08287153,0.00000000,-0.08287153,0.00000000,0.00000000,0.00000000,0.08287153,0.01035894,DOWN
cpTransport_C00075[K],0.00000000,0.00000000,0.00000000,0.00000101,0.00000014,-0.00000087,0.00000014,0.00000000,-0.00000014,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.08287153,0.00000000,0.08287153,-0.02920628,0.00000000,0.02920628,0.08287153,0.01400985,MIXED
R00115[K,p],0.13112949,0.12838137,-0.00274812,0.12382201,0.14492162,0.02109961,0.13744348,0.13974231,0.00229883,0.15895720,0.14669283,-0.01226437,0.37297489,0.29068648,-0.08228841,0.30434664,0.38038945,0.07604281,0.07896606,0.08762921,0.00866315,0.03840754,0.01308661,-0.02532093,0.08228841,0.02884078,MIXED
R01875[K,p],0.13111867,0.12837105,-0.00274762,0.12381205,0.14490967,0.02109762,0.13743243,0.13973112,0.00229869,0.15894408,0.14668072,-0.01226336,0.37294595,0.29066251,-0.08228344,0.30432437,0.38036011,0.07603574,0.07896068,0.08762280,0.00866212,0.03840754,0.01308553,-0.02532201,0.08228344,0.02883882,MIXED
R00864[K,p],0.13139244,0.12863841,-0.00275403,0.12407059,0.14521156,0.02114097,0.13771933,0.14002285,0.00230352,0.15927590,0.14698704,-0.01228886,0.37294595,0.29126930,-0.08167665,0.30432437,0.38036011,0.07603574,0.07896075,0.08762280,0.00866205,0.03840754,0.01308553,-0.02532201,0.08167665,0.02877298,MIXED
R03533[K,p],-0.13139244,-0.12863841,0.00275403,-0.12407059,-0.14521156,-0.02114097,-0.13771933,-0.14002285,-0.00230352,-0.15927590,-0.14698704,0.01228886,-0.37294595,-0.29126930,0.08167665,-0.30432437,-0.38036011,-0.07603574,-0.07896075,-0.08762280,-0.00866205,-0.03840754,-0.01308553,0.02532201,0.08167665,0.02877298,MIXED
R03968[K,p],0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07717384,0.00000000,-0.07717384,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04587777,0.00000000,-0.04587777,0.00000000,0.00972768,0.00972768,0.00000000,0.00000000,0.00000000,0.07717384,0.01659741,MIXED
cpTransport_C02631[K],0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07717384,0.00000000,-0.07717384,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00972768,0.00972768,0.00000000,0.00000000,0.00000000,0.07717384,0.01086269,MIXED
MR00856[K,c],0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00304182,0.00000000,-0.00304182,0.00420785,0.05346495,0.04925710,0.09261466,0.16811490,0.07550024,0.00000000,0.00000000,0.00000000,0.07550024,0.01597490,MIXED
R00754[K,c],-0.00027573,-0.00026864,0.00000709,-0.00026039,-0.00030342,-0.00004303,-0.00028895,-0.00029382,-0.00000487,-0.00033419,-0.00030850,0.00002569,0.00315178,-0.00061113,-0.00376291,0.00429249,0.05345968,0.04916719,0.09263930,0.16813928,0.07549998,0.00006175,0.00000409,-0.00005766,0.07549998,0.01607105,MIXED
MR00121[K,p],0.11485391,0.11244680,-0.00240711,0.10845358,0.12693372,0.01848014,0.12038641,0.12239794,0.00201153,0.13923086,0.12848844,-0.01074242,0.32925116,0.25460740,-0.07464376,0.27025785,0.33584644,0.06558859,0.06902198,0.07781470,0.00879272,0.03357315,0.01143373,-0.02213942,0.07464376,0.02560071,MIXED
MR00732[K,p],0.11485391,0.11244680,-0.00240711,0.10845358,0.12693372,0.01848014,0.12038641,0.12239794,0.00201153,0.13923086,0.12848844,-0.01074242,0.32925116,0.25460740,-0.07464376,0.27025785,0.33584644,0.06558859,0.06902198,0.07781470,0.00879272,0.03357315,0.01143373,-0.02213942,0.07464376,0.02560071,MIXED
R10092[K,p],0.11485391,0.11244680,-0.00240711,0.10845358,0.12693372,0.01848014,0.12038641,0.12239794,0.00201153,0.13923086,0.12848844,-0.01074242,0.32925116,0.25460740,-0.07464376,0.27025785,0.33584644,0.06558859,0.06902198,0.07781470,0.00879272,0.03357315,0.01143373,-0.02213942,0.07464376,0.02560071,MIXED
MR00663[K,m],0.08021236,0.07730932,-0.00290304,0.07505465,0.08681588,0.01176123,0.08542225,0.08517661,-0.00024564,0.10623254,0.09718507,-0.00904747,0.18637597,0.18255040,-0.00382557,0.07529005,0.14499730,0.06970725,0.00985702,0.00972768,-0.00012934,0.00479461,0.00163282,-0.00316179,0.06970725,0.01259767,MIXED
MR00696[K,m],0.08021236,0.07730932,-0.00290304,0.07505465,0.08681588,0.01176123,0.08542225,0.08517661,-0.00024564,0.10623254,0.09718507,-0.00904747,0.18637597,0.18255040,-0.00382557,0.07529005,0.14499730,0.06970725,0.00985702,0.00972768,-0.00012934,0.00479461,0.00163282,-0.00316179,0.06970725,0.01259767,MIXED
cmTransport_C00011[K],0.07555722,0.07580703,0.00024981,0.07237814,0.08625783,0.01387969,0.07717384,0.08097796,0.00380412,0.07809552,0.07334527,-0.00475025,0.17915290,0.16038189,-0.01877101,0.07529005,0.14499730,0.06970725,0.00985702,0.00972768,-0.00012934,0.00479461,0.00163282,-0.00316179,0.06970725,0.01430666,MIXED
cmTransport_C00022[K],0.08021236,0.07730932,-0.00290304,0.07505465,0.08681588,0.01176123,0.08542225,0.08517661,-0.00024564,0.10623254,0.09718507,-0.00904747,0.20124918,0.18255040,-0.01869878,0.27256663,0.20560813,-0.06695850,0.01000117,0.00972768,-0.00027349,0.00486463,0.01650274,0.01163811,0.06695850,0.01519078,MIXED
ExB_C00025[K],0.00003676,0.00003598,-0.00000078,0.00003472,0.00004062,0.00000590,0.00003852,0.00003917,0.00000065,0.00004455,0.00004113,-0.00000342,0.00009835,0.00008147,-0.00001688,0.00007570,0.06009523,0.06001953,0.00002210,0.00002180,-0.00000030,0.00001075,0.00769940,0.00768865,0.06001953,0.00846701,MIXED
Exchange_C00025[K,L],0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.05999632,0.05999632,0.00000000,0.00000000,0.00000000,0.00000000,0.00769574,0.00769574,0.05999632,0.00846151,UP
