# DAP  WT_Biomass  O2_Biomass
6	0.00059945	0.00058680
8	0.00056615	0.00066242
10	0.00062819	0.00063878
12	0.00072655	0.00067071
15	0.00160392	0.00132865
18	0.00123453	0.00161305
22	0.00036039	0.00035559
30	0.00017531	0.00005969
