Reaction,Lysine_Pathway_Annotation,WT_DAP6_Coupling,WT_DAP6_Ratio_Min,WT_DAP6_Ratio_Max,WT_DAP8_Coupling,WT_DAP8_Ratio_Min,WT_DAP8_Ratio_Max,WT_DAP10_Coupling,WT_DAP10_Ratio_Min,WT_DAP10_Ratio_Max,WT_DAP12_Coupling,WT_DAP12_Ratio_Min,WT_DAP12_Ratio_Max,WT_DAP15_Coupling,WT_DAP15_Ratio_Min,WT_DAP15_Ratio_Max,WT_DAP18_Coupling,WT_DAP18_Ratio_Min,WT_DAP18_Ratio_Max,WT_DAP22_Coupling,WT_DAP22_Ratio_Min,WT_DAP22_Ratio_Max,WT_DAP30_Coupling,WT_DAP30_Ratio_Min,WT_DAP30_Ratio_Max,O2_DAP6_Coupling,O2_DAP6_Ratio_Min,O2_DAP6_Ratio_Max,O2_DAP8_Coupling,O2_DAP8_Ratio_Min,O2_DAP8_Ratio_Max,O2_DAP10_Coupling,O2_DAP10_Ratio_Min,O2_DAP10_Ratio_Max,O2_DAP12_Coupling,O2_DAP12_Ratio_Min,O2_DAP12_Ratio_Max,O2_DAP15_Coupling,O2_DAP15_Ratio_Min,O2_DAP15_Ratio_Max,O2_DAP18_Coupling,O2_DAP18_Ratio_Min,O2_DAP18_Ratio_Max,O2_DAP22_Coupling,O2_DAP22_Ratio_Min,O2_DAP22_Ratio_Max,O2_DAP30_Coupling,O2_DAP30_Ratio_Min,O2_DAP30_Ratio_Max
"MR01111[K,p]",,Uncoupled,0.000000e+00,3.394692e-02,Uncoupled,0.000000e+00,3.387309e-02,Uncoupled,0.000000e+00,3.400137e-02,Uncoupled,0.000000e+00,3.388206e-02,Uncoupled,0.000000e+00,2.180809e-02,Uncoupled,0.000000e+00,6.177127e-03,Uncoupled,0.000000e+00,1.567436e-03,Uncoupled,0.000000e+00,8.890815e-04,Uncoupled,0.000000e+00,3.382033e-02,Uncoupled,0.000000e+00,3.377853e-02,Uncoupled,0.000000e+00,3.391794e-02,Uncoupled,0.000000e+00,3.389680e-02,Uncoupled,0.000000e+00,3.770677e-02,Uncoupled,0.000000e+00,1.807962e-02,Uncoupled,0.000000e+00,1.707261e-03,Uncoupled,0.000000e+00,2.910350e-04
"MR01112[K,p]",,Uncoupled,0.000000e+00,3.552392e-02,Uncoupled,0.000000e+00,3.544665e-02,Uncoupled,0.000000e+00,3.557313e-02,Uncoupled,0.000000e+00,3.544830e-02,Uncoupled,0.000000e+00,2.180809e-02,Uncoupled,0.000000e+00,6.177127e-03,Uncoupled,0.000000e+00,1.567436e-03,Uncoupled,0.000000e+00,8.890815e-04,Uncoupled,0.000000e+00,3.539144e-02,Uncoupled,0.000000e+00,3.534770e-02,Uncoupled,0.000000e+00,3.549359e-02,Uncoupled,0.000000e+00,3.546373e-02,Uncoupled,0.000000e+00,3.944982e-02,Uncoupled,0.000000e+00,1.807962e-02,Uncoupled,0.000000e+00,1.707261e-03,Uncoupled,0.000000e+00,2.910350e-04
"MR01113[K,c]",,Uncoupled,0.000000e+00,1.545754e+00,Uncoupled,0.000000e+00,1.546339e+00,Uncoupled,0.000000e+00,1.544723e+00,Uncoupled,0.000000e+00,1.539822e+00,Uncoupled,0.000000e+00,3.020947e-01,Uncoupled,0.000000e+00,1.171552e-01,Uncoupled,0.000000e+00,9.420010e-02,Uncoupled,0.000000e+00,1.382867e-01,Uncoupled,0.000000e+00,1.546757e+00,Uncoupled,0.000000e+00,1.541520e+00,Uncoupled,0.000000e+00,1.545984e+00,Uncoupled,0.000000e+00,1.540428e+00,Uncoupled,0.000000e+00,9.448469e-01,Uncoupled,0.000000e+00,3.533349e-01,Uncoupled,0.000000e+00,1.471806e-01,Uncoupled,0.000000e+00,2.060908e-01
"MR01114[K,c]",,Uncoupled,0.000000e+00,1.545754e+00,Uncoupled,0.000000e+00,1.546339e+00,Uncoupled,0.000000e+00,1.544723e+00,Uncoupled,0.000000e+00,1.539822e+00,Uncoupled,0.000000e+00,3.020947e-01,Uncoupled,0.000000e+00,1.171552e-01,Uncoupled,0.000000e+00,9.420010e-02,Uncoupled,0.000000e+00,1.382867e-01,Uncoupled,0.000000e+00,1.546757e+00,Uncoupled,0.000000e+00,1.541520e+00,Uncoupled,0.000000e+00,1.545984e+00,Uncoupled,0.000000e+00,1.540428e+00,Uncoupled,0.000000e+00,9.448469e-01,Uncoupled,0.000000e+00,3.533349e-01,Uncoupled,0.000000e+00,1.471806e-01,Uncoupled,0.000000e+00,2.060908e-01
"MR01115[K,c]",,Uncoupled,0.000000e+00,1.545754e+00,Uncoupled,0.000000e+00,1.546339e+00,Uncoupled,0.000000e+00,1.544723e+00,Uncoupled,0.000000e+00,1.539822e+00,Uncoupled,0.000000e+00,3.020947e-01,Uncoupled,0.000000e+00,1.171552e-01,Uncoupled,0.000000e+00,9.420010e-02,Uncoupled,0.000000e+00,1.382867e-01,Uncoupled,0.000000e+00,1.546757e+00,Uncoupled,0.000000e+00,1.541520e+00,Uncoupled,0.000000e+00,1.545984e+00,Uncoupled,0.000000e+00,1.540428e+00,Uncoupled,0.000000e+00,9.448469e-01,Uncoupled,0.000000e+00,3.533349e-01,Uncoupled,0.000000e+00,1.471806e-01,Uncoupled,0.000000e+00,2.060908e-01
"MR01116[K,c]",,Uncoupled,0.000000e+00,1.545754e+00,Uncoupled,0.000000e+00,1.546339e+00,Uncoupled,0.000000e+00,1.544723e+00,Uncoupled,0.000000e+00,1.539822e+00,Uncoupled,0.000000e+00,3.020947e-01,Uncoupled,0.000000e+00,1.171552e-01,Uncoupled,0.000000e+00,9.420010e-02,Uncoupled,0.000000e+00,1.382867e-01,Uncoupled,0.000000e+00,1.546757e+00,Uncoupled,0.000000e+00,1.541520e+00,Uncoupled,0.000000e+00,1.545984e+00,Uncoupled,0.000000e+00,1.540428e+00,Uncoupled,0.000000e+00,9.448469e-01,Uncoupled,0.000000e+00,3.533349e-01,Uncoupled,0.000000e+00,1.471806e-01,Uncoupled,0.000000e+00,2.060908e-01
"MR01117[K,c]",,Uncoupled,0.000000e+00,1.545754e+00,Uncoupled,0.000000e+00,1.546339e+00,Uncoupled,0.000000e+00,1.544723e+00,Uncoupled,0.000000e+00,1.539822e+00,Uncoupled,0.000000e+00,3.020947e-01,Uncoupled,0.000000e+00,1.171552e-01,Uncoupled,0.000000e+00,9.420010e-02,Uncoupled,0.000000e+00,1.382867e-01,Uncoupled,0.000000e+00,1.546757e+00,Uncoupled,0.000000e+00,1.541520e+00,Uncoupled,0.000000e+00,1.545984e+00,Uncoupled,0.000000e+00,1.540428e+00,Uncoupled,0.000000e+00,9.448469e-01,Uncoupled,0.000000e+00,3.533349e-01,Uncoupled,0.000000e+00,1.471806e-01,Uncoupled,0.000000e+00,2.060908e-01
"MR01118[K,c]",,Uncoupled,0.000000e+00,1.545754e+00,Uncoupled,0.000000e+00,1.546339e+00,Uncoupled,0.000000e+00,1.544723e+00,Uncoupled,0.000000e+00,1.539822e+00,Uncoupled,0.000000e+00,3.020947e-01,Uncoupled,0.000000e+00,1.171552e-01,Uncoupled,0.000000e+00,9.420010e-02,Uncoupled,0.000000e+00,1.382867e-01,Uncoupled,0.000000e+00,1.546757e+00,Uncoupled,0.000000e+00,1.541520e+00,Uncoupled,0.000000e+00,1.545984e+00,Uncoupled,0.000000e+00,1.540428e+00,Uncoupled,0.000000e+00,9.448469e-01,Uncoupled,0.000000e+00,3.533349e-01,Uncoupled,0.000000e+00,1.471806e-01,Uncoupled,0.000000e+00,2.060908e-01
"MR01119[K,c]",,Uncoupled,0.000000e+00,1.545754e+00,Uncoupled,0.000000e+00,1.546339e+00,Uncoupled,0.000000e+00,1.544723e+00,Uncoupled,0.000000e+00,1.539822e+00,Uncoupled,0.000000e+00,3.020947e-01,Uncoupled,0.000000e+00,1.171552e-01,Uncoupled,0.000000e+00,9.420010e-02,Uncoupled,0.000000e+00,1.382867e-01,Uncoupled,0.000000e+00,1.546757e+00,Uncoupled,0.000000e+00,1.541520e+00,Uncoupled,0.000000e+00,1.545984e+00,Uncoupled,0.000000e+00,1.540428e+00,Uncoupled,0.000000e+00,9.448469e-01,Uncoupled,0.000000e+00,3.533349e-01,Uncoupled,0.000000e+00,1.471806e-01,Uncoupled,0.000000e+00,2.060908e-01
"MR01120[K,c]",,Uncoupled,0.000000e+00,1.545754e+00,Uncoupled,0.000000e+00,1.546339e+00,Uncoupled,0.000000e+00,1.544723e+00,Uncoupled,0.000000e+00,1.539822e+00,Uncoupled,0.000000e+00,3.020947e-01,Uncoupled,0.000000e+00,1.171552e-01,Uncoupled,0.000000e+00,9.420010e-02,Uncoupled,0.000000e+00,1.382867e-01,Uncoupled,0.000000e+00,1.546757e+00,Uncoupled,0.000000e+00,1.541520e+00,Uncoupled,0.000000e+00,1.545984e+00,Uncoupled,0.000000e+00,1.540428e+00,Uncoupled,0.000000e+00,9.448469e-01,Uncoupled,0.000000e+00,3.533349e-01,Uncoupled,0.000000e+00,1.471806e-01,Uncoupled,0.000000e+00,2.060908e-01
"MR01121[K,p]",,Uncoupled,0.000000e+00,3.184418e-02,Uncoupled,0.000000e+00,3.179316e-02,Uncoupled,0.000000e+00,3.182069e-02,Uncoupled,0.000000e+00,3.170903e-02,Uncoupled,0.000000e+00,2.180809e-02,Uncoupled,0.000000e+00,6.177127e-03,Uncoupled,0.000000e+00,1.567436e-03,Uncoupled,0.000000e+00,8.890815e-04,Uncoupled,0.000000e+00,3.174364e-02,Uncoupled,0.000000e+00,3.170441e-02,Uncoupled,0.000000e+00,3.183526e-02,Uncoupled,0.000000e+00,3.172283e-02,Uncoupled,0.000000e+00,3.528845e-02,Uncoupled,0.000000e+00,1.807962e-02,Uncoupled,0.000000e+00,1.707261e-03,Uncoupled,0.000000e+00,2.910350e-04
"MR01122[K,p]",,Uncoupled,0.000000e+00,3.184418e-02,Uncoupled,0.000000e+00,3.179316e-02,Uncoupled,0.000000e+00,3.182069e-02,Uncoupled,0.000000e+00,3.170903e-02,Uncoupled,0.000000e+00,2.180809e-02,Uncoupled,0.000000e+00,6.177127e-03,Uncoupled,0.000000e+00,1.567436e-03,Uncoupled,0.000000e+00,8.890815e-04,Uncoupled,0.000000e+00,3.174364e-02,Uncoupled,0.000000e+00,3.170441e-02,Uncoupled,0.000000e+00,3.183526e-02,Uncoupled,0.000000e+00,3.172283e-02,Uncoupled,0.000000e+00,3.528845e-02,Uncoupled,0.000000e+00,1.807962e-02,Uncoupled,0.000000e+00,1.707261e-03,Uncoupled,0.000000e+00,2.910350e-04
"MR01123[K,p]",,Uncoupled,0.000000e+00,3.026934e-02,Uncoupled,0.000000e+00,3.020350e-02,Uncoupled,0.000000e+00,3.028717e-02,Uncoupled,0.000000e+00,3.018088e-02,Uncoupled,0.000000e+00,2.180809e-02,Uncoupled,0.000000e+00,6.177127e-03,Uncoupled,0.000000e+00,1.567436e-03,Uncoupled,0.000000e+00,8.890815e-04,Uncoupled,0.000000e+00,3.015646e-02,Uncoupled,0.000000e+00,3.011919e-02,Uncoupled,0.000000e+00,3.024350e-02,Uncoupled,0.000000e+00,3.019402e-02,Uncoupled,0.000000e+00,3.358780e-02,Uncoupled,0.000000e+00,1.807962e-02,Uncoupled,0.000000e+00,1.707261e-03,Uncoupled,0.000000e+00,2.910350e-04
"MR01124[K,p]",,Uncoupled,0.000000e+00,3.026934e-02,Uncoupled,0.000000e+00,3.020350e-02,Uncoupled,0.000000e+00,3.028717e-02,Uncoupled,0.000000e+00,3.018088e-02,Uncoupled,0.000000e+00,2.180809e-02,Uncoupled,0.000000e+00,6.177127e-03,Uncoupled,0.000000e+00,1.567436e-03,Uncoupled,0.000000e+00,8.890815e-04,Uncoupled,0.000000e+00,3.015646e-02,Uncoupled,0.000000e+00,3.011919e-02,Uncoupled,0.000000e+00,3.024350e-02,Uncoupled,0.000000e+00,3.019402e-02,Uncoupled,0.000000e+00,3.358780e-02,Uncoupled,0.000000e+00,1.807962e-02,Uncoupled,0.000000e+00,1.707261e-03,Uncoupled,0.000000e+00,2.910350e-04
"MR01125[K,p]",,Uncoupled,0.000000e+00,3.200283e-02,Uncoupled,0.000000e+00,3.193322e-02,Uncoupled,0.000000e+00,3.203698e-02,Uncoupled,0.000000e+00,3.192456e-02,Uncoupled,0.000000e+00,2.180809e-02,Uncoupled,0.000000e+00,6.177127e-03,Uncoupled,0.000000e+00,1.567436e-03,Uncoupled,0.000000e+00,8.890815e-04,Uncoupled,0.000000e+00,3.188348e-02,Uncoupled,0.000000e+00,3.184408e-02,Uncoupled,0.000000e+00,3.197550e-02,Uncoupled,0.000000e+00,3.193845e-02,Uncoupled,0.000000e+00,3.552830e-02,Uncoupled,0.000000e+00,1.807962e-02,Uncoupled,0.000000e+00,1.707261e-03,Uncoupled,0.000000e+00,2.910350e-04
"MR01126[K,p]",,Uncoupled,0.000000e+00,3.039599e-02,Uncoupled,0.000000e+00,3.032988e-02,Uncoupled,0.000000e+00,3.048304e-02,Uncoupled,0.000000e+00,3.037607e-02,Uncoupled,0.000000e+00,2.180809e-02,Uncoupled,0.000000e+00,6.177127e-03,Uncoupled,0.000000e+00,1.567436e-03,Uncoupled,0.000000e+00,8.890815e-04,Uncoupled,0.000000e+00,3.028263e-02,Uncoupled,0.000000e+00,3.024521e-02,Uncoupled,0.000000e+00,3.037004e-02,Uncoupled,0.000000e+00,3.038929e-02,Uncoupled,0.000000e+00,3.380502e-02,Uncoupled,0.000000e+00,1.807962e-02,Uncoupled,0.000000e+00,1.707261e-03,Uncoupled,0.000000e+00,2.910350e-04
"MR01127[K,p]",,Uncoupled,0.000000e+00,3.030303e-02,Uncoupled,0.000000e+00,3.030303e-02,Uncoupled,0.000000e+00,3.028717e-02,Uncoupled,0.000000e+00,3.018088e-02,Uncoupled,0.000000e+00,2.180809e-02,Uncoupled,0.000000e+00,6.177127e-03,Uncoupled,0.000000e+00,1.567436e-03,Uncoupled,0.000000e+00,8.890815e-04,Uncoupled,0.000000e+00,3.028263e-02,Uncoupled,0.000000e+00,3.024521e-02,Uncoupled,0.000000e+00,3.030303e-02,Uncoupled,0.000000e+00,3.019402e-02,Uncoupled,0.000000e+00,3.358780e-02,Uncoupled,0.000000e+00,1.807962e-02,Uncoupled,0.000000e+00,1.707261e-03,Uncoupled,0.000000e+00,2.910350e-04
"MR01128[K,p]",,Uncoupled,0.000000e+00,3.030303e-02,Uncoupled,0.000000e+00,3.030303e-02,Uncoupled,0.000000e+00,3.028717e-02,Uncoupled,0.000000e+00,3.018088e-02,Uncoupled,0.000000e+00,2.180809e-02,Uncoupled,0.000000e+00,6.177127e-03,Uncoupled,0.000000e+00,1.567436e-03,Uncoupled,0.000000e+00,8.890815e-04,Uncoupled,0.000000e+00,3.028263e-02,Uncoupled,0.000000e+00,3.024521e-02,Uncoupled,0.000000e+00,3.030303e-02,Uncoupled,0.000000e+00,3.019402e-02,Uncoupled,0.000000e+00,3.358780e-02,Uncoupled,0.000000e+00,1.807962e-02,Uncoupled,0.000000e+00,1.707261e-03,Uncoupled,0.000000e+00,2.910350e-04
"MR01129[K,p]",,Uncoupled,0.000000e+00,3.026934e-02,Uncoupled,0.000000e+00,3.020350e-02,Uncoupled,0.000000e+00,3.028717e-02,Uncoupled,0.000000e+00,3.018088e-02,Uncoupled,0.000000e+00,2.180809e-02,Uncoupled,0.000000e+00,6.177127e-03,Uncoupled,0.000000e+00,1.567436e-03,Uncoupled,0.000000e+00,8.890815e-04,Uncoupled,0.000000e+00,3.015646e-02,Uncoupled,0.000000e+00,3.011919e-02,Uncoupled,0.000000e+00,3.024350e-02,Uncoupled,0.000000e+00,3.019402e-02,Uncoupled,0.000000e+00,3.358780e-02,Uncoupled,0.000000e+00,1.807962e-02,Uncoupled,0.000000e+00,1.707261e-03,Uncoupled,0.000000e+00,2.910350e-04
"MR01130[K,p]",,Uncoupled,0.000000e+00,3.026934e-02,Uncoupled,0.000000e+00,3.020350e-02,Uncoupled,0.000000e+00,3.028717e-02,Uncoupled,0.000000e+00,3.018088e-02,Uncoupled,0.000000e+00,2.180809e-02,Uncoupled,0.000000e+00,6.177127e-03,Uncoupled,0.000000e+00,1.567436e-03,Uncoupled,0.000000e+00,8.890815e-04,Uncoupled,0.000000e+00,3.015646e-02,Uncoupled,0.000000e+00,3.011919e-02,Uncoupled,0.000000e+00,3.024350e-02,Uncoupled,0.000000e+00,3.019402e-02,Uncoupled,0.000000e+00,3.358780e-02,Uncoupled,0.000000e+00,1.807962e-02,Uncoupled,0.000000e+00,1.707261e-03,Uncoupled,0.000000e+00,2.910350e-04
"MR01131[K,p]",,Uncoupled,0.000000e+00,3.347761e-02,Uncoupled,0.000000e+00,3.340480e-02,Uncoupled,0.000000e+00,3.354762e-02,Uncoupled,0.000000e+00,3.342989e-02,Uncoupled,0.000000e+00,2.180809e-02,Uncoupled,0.000000e+00,6.177127e-03,Uncoupled,0.000000e+00,1.567436e-03,Uncoupled,0.000000e+00,8.890815e-04,Uncoupled,0.000000e+00,3.335276e-02,Uncoupled,0.000000e+00,3.331155e-02,Uncoupled,0.000000e+00,3.344903e-02,Uncoupled,0.000000e+00,3.344444e-02,Uncoupled,0.000000e+00,3.720357e-02,Uncoupled,0.000000e+00,1.807962e-02,Uncoupled,0.000000e+00,1.707261e-03,Uncoupled,0.000000e+00,2.910350e-04
"MR01132[K,p]",,Uncoupled,0.000000e+00,3.173705e-02,Uncoupled,0.000000e+00,3.172359e-02,Uncoupled,0.000000e+00,3.171364e-02,Uncoupled,0.000000e+00,3.160236e-02,Uncoupled,0.000000e+00,2.180809e-02,Uncoupled,0.000000e+00,6.177127e-03,Uncoupled,0.000000e+00,1.567436e-03,Uncoupled,0.000000e+00,8.890815e-04,Uncoupled,0.000000e+00,3.167418e-02,Uncoupled,0.000000e+00,3.163503e-02,Uncoupled,0.000000e+00,3.174227e-02,Uncoupled,0.000000e+00,3.161611e-02,Uncoupled,0.000000e+00,3.516973e-02,Uncoupled,0.000000e+00,1.807962e-02,Uncoupled,0.000000e+00,1.707261e-03,Uncoupled,0.000000e+00,2.910350e-04
"MR01133[K,p]",,Uncoupled,0.000000e+00,3.048780e-02,Uncoupled,0.000000e+00,3.045731e-02,Uncoupled,0.000000e+00,3.048304e-02,Uncoupled,0.000000e+00,3.037607e-02,Uncoupled,0.000000e+00,2.180809e-02,Uncoupled,0.000000e+00,6.177127e-03,Uncoupled,0.000000e+00,1.567436e-03,Uncoupled,0.000000e+00,8.890815e-04,Uncoupled,0.000000e+00,3.040987e-02,Uncoupled,0.000000e+00,3.037229e-02,Uncoupled,0.000000e+00,3.048780e-02,Uncoupled,0.000000e+00,3.038929e-02,Uncoupled,0.000000e+00,3.380502e-02,Uncoupled,0.000000e+00,1.807962e-02,Uncoupled,0.000000e+00,1.707261e-03,Uncoupled,0.000000e+00,2.910350e-04
"MR01134[K,p]",,Uncoupled,0.000000e+00,3.039599e-02,Uncoupled,0.000000e+00,3.032988e-02,Uncoupled,0.000000e+00,3.048304e-02,Uncoupled,0.000000e+00,3.037607e-02,Uncoupled,0.000000e+00,2.180809e-02,Uncoupled,0.000000e+00,6.177127e-03,Uncoupled,0.000000e+00,1.567436e-03,Uncoupled,0.000000e+00,8.890815e-04,Uncoupled,0.000000e+00,3.028263e-02,Uncoupled,0.000000e+00,3.024521e-02,Uncoupled,0.000000e+00,3.037004e-02,Uncoupled,0.000000e+00,3.038929e-02,Uncoupled,0.000000e+00,3.380502e-02,Uncoupled,0.000000e+00,1.807962e-02,Uncoupled,0.000000e+00,1.707261e-03,Uncoupled,0.000000e+00,2.910350e-04
"MR01135[K,c]",,Uncoupled,-1.207145e-02,1.545754e+00,Uncoupled,-1.207651e-02,1.546339e+00,Uncoupled,-1.206255e-02,1.544723e+00,Uncoupled,-1.202022e-02,1.539822e+00,Uncoupled,-7.269364e-03,3.093641e-01,Uncoupled,-2.059042e-03,1.192142e-01,Uncoupled,-5.224785e-04,9.472258e-02,Uncoupled,-2.963605e-04,1.385830e-01,Uncoupled,-1.207729e-02,1.546757e+00,Uncoupled,-1.207729e-02,1.541520e+00,Uncoupled,-1.207344e-02,1.545984e+00,Uncoupled,-1.202545e-02,1.540428e+00,Uncoupled,-1.337710e-02,9.529609e-01,Uncoupled,-6.026539e-03,3.593615e-01,Uncoupled,-5.690869e-04,1.477497e-01,Uncoupled,-9.701168e-05,2.061878e-01
"MR01136[K,c]",,Uncoupled,-3.854480e-02,1.545754e+00,Uncoupled,-3.856094e-02,1.546339e+00,Uncoupled,-3.851637e-02,1.544723e+00,Uncoupled,-3.838121e-02,1.539822e+00,Uncoupled,-2.180809e-02,3.239028e-01,Uncoupled,-6.177127e-03,1.233323e-01,Uncoupled,-1.567436e-03,9.576754e-02,Uncoupled,-8.890815e-04,1.391758e-01,Uncoupled,-3.857247e-02,1.546757e+00,Uncoupled,-3.858161e-02,1.541520e+00,Uncoupled,-3.855113e-02,1.545984e+00,Uncoupled,-3.839791e-02,1.540428e+00,Uncoupled,-4.271380e-02,9.699424e-01,Uncoupled,-1.807962e-02,3.714145e-01,Uncoupled,-1.707261e-03,1.488879e-01,Uncoupled,-2.910350e-04,2.063818e-01
"MR01137[K,c]",,Uncoupled,-1.242112e-02,1.545754e+00,Uncoupled,-1.242632e-02,1.546339e+00,Uncoupled,-1.241196e-02,1.544723e+00,Uncoupled,-1.236840e-02,1.539822e+00,Uncoupled,-7.269364e-03,3.093641e-01,Uncoupled,-2.059042e-03,1.192142e-01,Uncoupled,-5.224785e-04,9.472258e-02,Uncoupled,-2.963605e-04,1.385830e-01,Uncoupled,-1.243004e-02,1.546757e+00,Uncoupled,-1.243298e-02,1.541520e+00,Uncoupled,-1.242316e-02,1.545984e+00,Uncoupled,-1.237378e-02,1.540428e+00,Uncoupled,-1.376459e-02,9.529609e-01,Uncoupled,-6.026539e-03,3.593615e-01,Uncoupled,-5.690869e-04,1.477497e-01,Uncoupled,-9.701168e-05,2.061878e-01
"MR01138[K,c]",,Uncoupled,-3.902312e-02,1.545754e+00,Uncoupled,-3.903946e-02,1.546339e+00,Uncoupled,-3.899433e-02,1.544723e+00,Uncoupled,-3.885750e-02,1.539822e+00,Uncoupled,-2.180809e-02,3.239028e-01,Uncoupled,-6.177127e-03,1.233323e-01,Uncoupled,-1.567436e-03,9.576754e-02,Uncoupled,-8.890815e-04,1.391758e-01,Uncoupled,-3.905114e-02,1.546757e+00,Uncoupled,-3.906039e-02,1.541520e+00,Uncoupled,-3.902954e-02,1.545984e+00,Uncoupled,-3.887441e-02,1.540428e+00,Uncoupled,-4.324386e-02,9.699036e-01,Uncoupled,-1.807962e-02,3.714145e-01,Uncoupled,-1.707261e-03,1.488879e-01,Uncoupled,-2.910350e-04,2.063818e-01
"MR01139[K,c]",,Uncoupled,-1.210242e-02,1.545754e+00,Uncoupled,-1.210654e-02,1.546339e+00,Uncoupled,-1.209350e-02,1.544723e+00,Uncoupled,-1.205106e-02,1.539822e+00,Uncoupled,-7.269364e-03,3.093641e-01,Uncoupled,-2.059042e-03,1.192142e-01,Uncoupled,-5.224785e-04,9.472258e-02,Uncoupled,-2.963605e-04,1.385830e-01,Uncoupled,-1.210654e-02,1.546757e+00,Uncoupled,-1.210654e-02,1.541520e+00,Uncoupled,-1.210441e-02,1.545984e+00,Uncoupled,-1.205630e-02,1.540428e+00,Uncoupled,-1.341142e-02,9.529609e-01,Uncoupled,-6.026539e-03,3.593615e-01,Uncoupled,-5.690869e-04,1.477497e-01,Uncoupled,-9.701168e-05,2.061878e-01
"MR01140[K,c]",,Uncoupled,-3.854480e-02,1.545754e+00,Uncoupled,-3.856094e-02,1.546339e+00,Uncoupled,-3.851637e-02,1.544723e+00,Uncoupled,-3.838121e-02,1.539822e+00,Uncoupled,-2.180809e-02,3.239028e-01,Uncoupled,-6.177127e-03,1.233323e-01,Uncoupled,-1.567436e-03,9.576754e-02,Uncoupled,-8.890815e-04,1.391758e-01,Uncoupled,-3.857247e-02,1.546757e+00,Uncoupled,-3.858161e-02,1.541520e+00,Uncoupled,-3.855113e-02,1.545984e+00,Uncoupled,-3.839791e-02,1.540428e+00,Uncoupled,-4.271380e-02,9.699813e-01,Uncoupled,-1.807962e-02,3.714145e-01,Uncoupled,-1.707261e-03,1.488879e-01,Uncoupled,-2.910350e-04,2.063818e-01
"MR01141[K,c]",,Uncoupled,-1.213356e-02,1.545754e+00,Uncoupled,-1.213592e-02,1.546339e+00,Uncoupled,-1.212460e-02,1.544723e+00,Uncoupled,-1.208206e-02,1.539822e+00,Uncoupled,-7.269364e-03,3.093641e-01,Uncoupled,-2.059042e-03,1.192142e-01,Uncoupled,-5.224785e-04,9.472258e-02,Uncoupled,-2.963605e-04,1.385830e-01,Uncoupled,-1.213592e-02,1.546757e+00,Uncoupled,-1.212853e-02,1.541520e+00,Uncoupled,-1.213555e-02,1.545984e+00,Uncoupled,-1.208732e-02,1.540428e+00,Uncoupled,-1.344592e-02,9.529609e-01,Uncoupled,-6.026539e-03,3.593615e-01,Uncoupled,-5.690869e-04,1.477497e-01,Uncoupled,-9.701168e-05,2.061878e-01
"MR01142[K,c]",,Uncoupled,-1.232779e-02,1.545754e+00,Uncoupled,-1.233046e-02,1.546339e+00,Uncoupled,-1.231869e-02,1.544723e+00,Uncoupled,-1.227547e-02,1.539822e+00,Uncoupled,-7.269364e-03,3.239028e-01,Uncoupled,-2.059042e-03,1.233323e-01,Uncoupled,-5.224785e-04,9.576754e-02,Uncoupled,-2.963605e-04,1.391758e-01,Uncoupled,-1.233046e-02,1.546757e+00,Uncoupled,-1.232499e-02,1.541520e+00,Uncoupled,-1.232981e-02,1.545984e+00,Uncoupled,-1.228081e-02,1.540428e+00,Uncoupled,-1.366116e-02,9.700203e-01,Uncoupled,-6.026539e-03,3.714145e-01,Uncoupled,-5.690869e-04,1.488879e-01,Uncoupled,-9.701168e-05,2.063818e-01
"MR01143[K,p]",,Uncoupled,-3.039599e-02,3.181733e-02,Uncoupled,-3.032988e-02,3.183066e-02,Uncoupled,-3.048304e-02,3.179386e-02,Uncoupled,-3.037607e-02,3.168229e-02,Uncoupled,-2.180809e-02,2.180809e-02,Uncoupled,-6.177127e-03,6.177127e-03,Uncoupled,-1.567436e-03,1.567436e-03,Uncoupled,-8.890815e-04,8.890815e-04,Uncoupled,-3.028263e-02,3.184018e-02,Uncoupled,-3.024521e-02,3.184408e-02,Uncoupled,-3.037004e-02,3.182256e-02,Uncoupled,-3.038929e-02,3.169608e-02,Uncoupled,-3.380502e-02,3.525869e-02,Uncoupled,-1.807962e-02,1.807962e-02,Uncoupled,-1.707261e-03,1.707261e-03,Uncoupled,-2.910350e-04,2.910350e-04
"MR01144[K,p]",,Uncoupled,0.000000e+00,3.203341e-02,Uncoupled,0.000000e+00,3.204682e-02,Uncoupled,0.000000e+00,3.200978e-02,Uncoupled,0.000000e+00,3.189745e-02,Uncoupled,0.000000e+00,2.180809e-02,Uncoupled,0.000000e+00,6.177127e-03,Uncoupled,0.000000e+00,1.567436e-03,Uncoupled,0.000000e+00,8.890815e-04,Uncoupled,0.000000e+00,3.202456e-02,Uncoupled,0.000000e+00,3.198498e-02,Uncoupled,0.000000e+00,3.203868e-02,Uncoupled,0.000000e+00,3.191133e-02,Uncoupled,0.000000e+00,3.549814e-02,Uncoupled,0.000000e+00,1.807962e-02,Uncoupled,0.000000e+00,1.707261e-03,Uncoupled,0.000000e+00,2.910350e-04
