Reaction,Lysine_Pathway_Annotation,WT_DAP6_Coupling,WT_DAP6_Ratio_Min,WT_DAP6_Ratio_Max,WT_DAP8_Coupling,WT_DAP8_Ratio_Min,WT_DAP8_Ratio_Max,WT_DAP10_Coupling,WT_DAP10_Ratio_Min,WT_DAP10_Ratio_Max,WT_DAP12_Coupling,WT_DAP12_Ratio_Min,WT_DAP12_Ratio_Max,WT_DAP15_Coupling,WT_DAP15_Ratio_Min,WT_DAP15_Ratio_Max,WT_DAP18_Coupling,WT_DAP18_Ratio_Min,WT_DAP18_Ratio_Max,WT_DAP22_Coupling,WT_DAP22_Ratio_Min,WT_DAP22_Ratio_Max,WT_DAP30_Coupling,WT_DAP30_Ratio_Min,WT_DAP30_Ratio_Max,O2_DAP6_Coupling,O2_DAP6_Ratio_Min,O2_DAP6_Ratio_Max,O2_DAP8_Coupling,O2_DAP8_Ratio_Min,O2_DAP8_Ratio_Max,O2_DAP10_Coupling,O2_DAP10_Ratio_Min,O2_DAP10_Ratio_Max,O2_DAP12_Coupling,O2_DAP12_Ratio_Min,O2_DAP12_Ratio_Max,O2_DAP15_Coupling,O2_DAP15_Ratio_Min,O2_DAP15_Ratio_Max,O2_DAP18_Coupling,O2_DAP18_Ratio_Min,O2_DAP18_Ratio_Max,O2_DAP22_Coupling,O2_DAP22_Ratio_Min,O2_DAP22_Ratio_Max,O2_DAP30_Coupling,O2_DAP30_Ratio_Min,O2_DAP30_Ratio_Max
cmTransport_C04677[K],,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00
cmTransport_C04823[K],,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00
cmTransport_C06000[K],,Uncoupled,0.000000e+00,1.153331e-01,Uncoupled,0.000000e+00,1.108637e-01,Uncoupled,0.000000e+00,1.128002e-01,Uncoupled,0.000000e+00,1.157481e-01,Uncoupled,0.000000e+00,9.895248e-02,Uncoupled,0.000000e+00,3.874958e-02,Uncoupled,0.000000e+00,6.543575e-02,Uncoupled,0.000000e+00,6.271704e-02,Uncoupled,0.000000e+00,1.141739e-01,Uncoupled,0.000000e+00,1.067925e-01,Uncoupled,0.000000e+00,1.084401e-01,Uncoupled,0.000000e+00,1.160876e-01,Uncoupled,0.000000e+00,1.188662e-01,Uncoupled,0.000000e+00,8.965439e-02,Uncoupled,0.000000e+00,8.363652e-02,Uncoupled,0.000000e+00,6.943677e-02
cmTransport_C06001[K],,Uncoupled,-1.127983e-01,0.000000e+00,Uncoupled,-1.108637e-01,0.000000e+00,Uncoupled,-1.121148e-01,0.000000e+00,Uncoupled,-1.126303e-01,0.000000e+00,Uncoupled,-9.895248e-02,0.000000e+00,Uncoupled,-3.874958e-02,0.000000e+00,Uncoupled,-6.543575e-02,0.000000e+00,Uncoupled,-6.271704e-02,0.000000e+00,Uncoupled,-1.125005e-01,0.000000e+00,Uncoupled,-1.067925e-01,0.000000e+00,Uncoupled,-1.084401e-01,0.000000e+00,Uncoupled,-1.127183e-01,0.000000e+00,Uncoupled,-1.188662e-01,0.000000e+00,Uncoupled,-8.965439e-02,0.000000e+00,Uncoupled,-8.363652e-02,0.000000e+00,Uncoupled,-6.943677e-02,0.000000e+00
cmTransport_C06002[K],,Uncoupled,0.000000e+00,1.127983e-01,Uncoupled,0.000000e+00,1.108637e-01,Uncoupled,0.000000e+00,1.121148e-01,Uncoupled,0.000000e+00,1.126303e-01,Uncoupled,0.000000e+00,9.895248e-02,Uncoupled,0.000000e+00,3.874958e-02,Uncoupled,0.000000e+00,6.543575e-02,Uncoupled,0.000000e+00,6.271704e-02,Uncoupled,0.000000e+00,1.125005e-01,Uncoupled,0.000000e+00,1.067925e-01,Uncoupled,0.000000e+00,1.084401e-01,Uncoupled,0.000000e+00,1.127183e-01,Uncoupled,0.000000e+00,1.188662e-01,Uncoupled,0.000000e+00,8.965439e-02,Uncoupled,0.000000e+00,8.363652e-02,Uncoupled,0.000000e+00,6.943677e-02
cmTransport_MC00345[K],,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00
cpTransport_C00001[K],,Uncoupled,-3.516090e+00,1.062369e+00,Uncoupled,-3.507147e+00,1.070586e+00,Uncoupled,-3.406278e+00,1.047892e+00,Uncoupled,-3.317343e+00,9.790766e-01,Uncoupled,-2.609361e+00,4.817686e-01,Uncoupled,-2.908892e+00,1.149003e-01,Uncoupled,-2.718901e+00,8.178879e-02,Uncoupled,-2.950321e+00,5.027665e-02,Uncoupled,-3.577344e+00,1.076458e+00,Uncoupled,-3.454698e+00,1.081110e+00,Uncoupled,-3.445537e+00,1.065594e+00,Uncoupled,-3.372261e+00,9.875795e-01,Uncoupled,-3.467390e+00,1.081346e+00,Uncoupled,-2.813250e+00,3.214943e-01,Uncoupled,-3.719565e+00,6.243326e-02,Uncoupled,-3.101421e+00,4.464692e-02
cpTransport_C00007[K],,Uncoupled,-4.517770e-02,1.545605e+00,Uncoupled,-4.506375e-02,1.543767e+00,Uncoupled,-4.537845e-02,1.486059e+00,Uncoupled,-4.545455e-02,1.419539e+00,Uncoupled,-3.271214e-02,1.189363e+00,Uncoupled,-9.265690e-03,1.240621e+00,Uncoupled,-2.351153e-03,1.255353e+00,Uncoupled,-1.333622e-03,1.396137e+00,Uncoupled,-4.498233e-02,1.580747e+00,Uncoupled,-4.491783e-02,1.520915e+00,Uncoupled,-4.513298e-02,1.511362e+00,Uncoupled,-4.545455e-02,1.449722e+00,Uncoupled,-5.043275e-02,1.436538e+00,Uncoupled,-2.711943e-02,1.337244e+00,Uncoupled,-2.560891e-03,1.699443e+00,Uncoupled,-4.365526e-04,1.472149e+00
cpTransport_C00009[K],,Uncoupled,0.000000e+00,2.181248e+00,Uncoupled,0.000000e+00,2.128268e+00,Uncoupled,0.000000e+00,2.223285e+00,Uncoupled,0.000000e+00,2.492664e+00,Uncoupled,0.000000e+00,1.642360e+00,Uncoupled,0.000000e+00,1.247650e+00,Uncoupled,0.000000e+00,1.278053e+00,Uncoupled,0.000000e+00,1.212616e+00,Uncoupled,0.000000e+00,2.128569e+00,Uncoupled,0.000000e+00,2.064254e+00,Uncoupled,0.000000e+00,2.132428e+00,Uncoupled,0.000000e+00,2.460873e+00,Uncoupled,0.000000e+00,2.405133e+00,Uncoupled,0.000000e+00,1.634590e+00,Uncoupled,0.000000e+00,1.940654e+00,Uncoupled,0.000000e+00,1.670926e+00
cpTransport_C00010[K],,Uncoupled,-1.245119e+00,7.430717e-01,Uncoupled,-1.250386e+00,7.462319e-01,Uncoupled,-1.235841e+00,7.375043e-01,Uncoupled,-1.189151e+00,7.110403e-01,Uncoupled,-1.213325e+00,8.138743e-01,Uncoupled,-1.313350e+00,9.966276e-01,Uncoupled,-1.180133e+00,9.891205e-01,Uncoupled,-1.225167e+00,1.043324e+00,Uncoupled,-1.254150e+00,7.484901e-01,Uncoupled,-1.257132e+00,7.502789e-01,Uncoupled,-1.247187e+00,7.443121e-01,Uncoupled,-1.196304e+00,7.143102e-01,Uncoupled,-1.341791e+00,8.146222e-01,Uncoupled,-1.365888e+00,9.602339e-01,Uncoupled,-1.593961e+00,1.087645e+00,Uncoupled,-1.151172e+00,1.040279e+00
cpTransport_C00011[K],,Partially_Coupled,-5.735358e+00,-3.529412e-02,Partially_Coupled,-5.751159e+00,-3.529412e-02,Partially_Coupled,-5.707522e+00,-3.529412e-02,Partially_Coupled,-5.317936e+00,-3.529412e-02,Partially_Coupled,-5.995318e+00,-3.529412e-02,Partially_Coupled,-6.166017e+00,-3.529412e-02,Partially_Coupled,-6.230749e+00,-3.529412e-02,Partially_Coupled,-6.381713e+00,-3.529412e-02,Partially_Coupled,-5.762450e+00,-3.529412e-02,Partially_Coupled,-5.730974e+00,-3.529412e-02,Partially_Coupled,-5.614123e+00,-3.529412e-02,Partially_Coupled,-5.361137e+00,-3.529412e-02,Partially_Coupled,-5.460313e+00,-3.529412e-02,Partially_Coupled,-6.144008e+00,-3.529412e-02,Partially_Coupled,-8.581424e+00,-3.529412e-02,Partially_Coupled,-7.319237e+00,-3.529412e-02
cpTransport_C00014[K],,Uncoupled,0.000000e+00,1.600000e+00,Uncoupled,0.000000e+00,1.600000e+00,Uncoupled,0.000000e+00,1.600000e+00,Uncoupled,0.000000e+00,1.600000e+00,Uncoupled,0.000000e+00,1.281107e+00,Uncoupled,0.000000e+00,8.085563e-01,Uncoupled,0.000000e+00,7.185245e-01,Uncoupled,0.000000e+00,8.501893e-01,Uncoupled,0.000000e+00,1.600000e+00,Uncoupled,0.000000e+00,1.579409e+00,Uncoupled,0.000000e+00,1.600000e+00,Uncoupled,0.000000e+00,1.600000e+00,Uncoupled,0.000000e+00,1.775233e+00,Uncoupled,0.000000e+00,1.289970e+00,Uncoupled,0.000000e+00,1.058136e+00,Uncoupled,0.000000e+00,1.018246e+00
cpTransport_C00015[K],,Uncoupled,0.000000e+00,1.329030e+00,Uncoupled,0.000000e+00,1.317743e+00,Uncoupled,0.000000e+00,1.348913e+00,Uncoupled,0.000000e+00,1.443428e+00,Uncoupled,0.000000e+00,1.203407e+00,Uncoupled,0.000000e+00,1.205847e+00,Uncoupled,0.000000e+00,1.263897e+00,Uncoupled,0.000000e+00,1.202435e+00,Uncoupled,0.000000e+00,1.309678e+00,Uncoupled,0.000000e+00,1.298860e+00,Uncoupled,0.000000e+00,1.324600e+00,Uncoupled,0.000000e+00,1.431749e+00,Uncoupled,0.000000e+00,1.509336e+00,Uncoupled,0.000000e+00,1.327859e+00,Uncoupled,0.000000e+00,1.860463e+00,Uncoupled,0.000000e+00,1.426154e+00
cpTransport_C00019[K],,Uncoupled,0.000000e+00,7.155781e-01,Uncoupled,0.000000e+00,7.020354e-01,Uncoupled,0.000000e+00,7.331760e-01,Uncoupled,0.000000e+00,8.036912e-01,Uncoupled,0.000000e+00,5.257739e-01,Uncoupled,0.000000e+00,3.767105e-01,Uncoupled,0.000000e+00,3.349493e-01,Uncoupled,0.000000e+00,3.206679e-01,Uncoupled,0.000000e+00,6.984510e-01,Uncoupled,0.000000e+00,6.761368e-01,Uncoupled,0.000000e+00,7.000413e-01,Uncoupled,0.000000e+00,8.025261e-01,Uncoupled,0.000000e+00,7.743014e-01,Uncoupled,0.000000e+00,5.233001e-01,Uncoupled,0.000000e+00,5.163676e-01,Uncoupled,0.000000e+00,3.834129e-01
cpTransport_C00020[K],,Uncoupled,-3.704509e-01,7.155781e-01,Uncoupled,-3.671243e-01,7.020354e-01,Uncoupled,-3.763113e-01,7.331760e-01,Uncoupled,-3.986667e-01,8.036912e-01,Uncoupled,-3.079398e-01,5.257739e-01,Uncoupled,-3.014619e-01,2.626306e-01,Uncoupled,-3.146188e-01,6.174397e-02,Uncoupled,-2.877114e-01,7.005521e-02,Uncoupled,-3.647473e-01,6.984510e-01,Uncoupled,-3.628643e-01,6.761368e-01,Uncoupled,-3.691451e-01,7.000413e-01,Uncoupled,-3.986667e-01,8.025261e-01,Uncoupled,-4.057502e-01,7.743014e-01,Uncoupled,-3.320660e-01,5.233001e-01,Uncoupled,-4.744998e-01,9.872056e-02,Uncoupled,-3.676485e-01,5.113913e-02
cpTransport_C00021[K],,Uncoupled,0.000000e+00,6.966049e-01,Uncoupled,0.000000e+00,6.865932e-01,Uncoupled,0.000000e+00,7.142426e-01,Uncoupled,0.000000e+00,7.699111e-01,Uncoupled,0.000000e+00,5.257739e-01,Uncoupled,0.000000e+00,3.767105e-01,Uncoupled,0.000000e+00,3.349493e-01,Uncoupled,0.000000e+00,3.206679e-01,Uncoupled,0.000000e+00,6.794392e-01,Uncoupled,0.000000e+00,6.660519e-01,Uncoupled,0.000000e+00,6.898652e-01,Uncoupled,0.000000e+00,7.702139e-01,Uncoupled,0.000000e+00,7.743014e-01,Uncoupled,0.000000e+00,5.233001e-01,Uncoupled,0.000000e+00,5.163676e-01,Uncoupled,0.000000e+00,3.834129e-01
cpTransport_C00022[K],,Uncoupled,0.000000e+00,4.110605e-02,Uncoupled,0.000000e+00,4.112327e-02,Uncoupled,0.000000e+00,4.107573e-02,Uncoupled,0.000000e+00,4.093159e-02,Uncoupled,0.000000e+00,2.180809e-02,Uncoupled,0.000000e+00,6.177127e-03,Uncoupled,0.000000e+00,1.567436e-03,Uncoupled,0.000000e+00,8.890815e-04,Uncoupled,0.000000e+00,4.113557e-02,Uncoupled,0.000000e+00,4.114531e-02,Uncoupled,0.000000e+00,4.111281e-02,Uncoupled,0.000000e+00,4.094940e-02,Uncoupled,0.000000e+00,4.555208e-02,Uncoupled,0.000000e+00,1.807962e-02,Uncoupled,0.000000e+00,1.707261e-03,Uncoupled,0.000000e+00,2.910350e-04
cpTransport_C00024[K],,Uncoupled,-9.148592e-01,7.430717e-01,Uncoupled,-9.224306e-01,7.462319e-01,Uncoupled,-9.015207e-01,7.375043e-01,Uncoupled,-8.370222e-01,7.110403e-01,Uncoupled,-1.008235e+00,8.138743e-01,Uncoupled,-1.120522e+00,9.966276e-01,Uncoupled,-7.796209e-01,9.891205e-01,Uncoupled,-8.482640e-01,1.043324e+00,Uncoupled,-9.278408e-01,7.484901e-01,Uncoupled,-9.321266e-01,7.502789e-01,Uncoupled,-9.178311e-01,7.443121e-01,Uncoupled,-8.450713e-01,7.143102e-01,Uncoupled,-9.860963e-01,8.146222e-01,Uncoupled,-1.188375e+00,9.602339e-01,Uncoupled,-9.281722e-01,1.087645e+00,Uncoupled,-7.835235e-01,1.040279e+00
cpTransport_C00025[K],,Uncoupled,-1.867679e+00,4.578453e+00,Uncoupled,-1.875580e+00,4.583720e+00,Uncoupled,-1.853761e+00,4.569174e+00,Uncoupled,-1.787601e+00,4.267801e+00,Uncoupled,-1.052110e+00,4.465820e+00,Uncoupled,-5.514867e-01,4.064561e+00,Uncoupled,-4.636206e-01,4.154078e+00,Uncoupled,-5.556717e-01,4.275950e+00,Uncoupled,-1.881225e+00,4.587483e+00,Uncoupled,-1.885697e+00,4.509623e+00,Uncoupled,-1.870780e+00,4.453083e+00,Uncoupled,-1.795776e+00,4.300103e+00,Uncoupled,-2.046556e+00,4.210933e+00,Uncoupled,-9.777702e-01,4.070854e+00,Uncoupled,-1.119725e+00,5.033671e+00,Uncoupled,-9.464139e-01,4.709313e+00
cpTransport_C00026[K],,Uncoupled,-4.578453e+00,1.867679e+00,Uncoupled,-4.583720e+00,1.875580e+00,Uncoupled,-4.569174e+00,1.853761e+00,Uncoupled,-4.267801e+00,1.787601e+00,Uncoupled,-4.465820e+00,1.052110e+00,Uncoupled,-4.048829e+00,5.514867e-01,Uncoupled,-4.153617e+00,4.636206e-01,Uncoupled,-4.275757e+00,5.556717e-01,Uncoupled,-4.587483e+00,1.881225e+00,Uncoupled,-4.509623e+00,1.885697e+00,Uncoupled,-4.430281e+00,1.870780e+00,Uncoupled,-4.300103e+00,1.795776e+00,Uncoupled,-4.082045e+00,2.046556e+00,Uncoupled,-3.873749e+00,9.777702e-01,Uncoupled,-4.977284e+00,1.119725e+00,Uncoupled,-4.686473e+00,9.464139e-01
cpTransport_C00031[K],,Uncoupled,0.000000e+00,1.545754e+00,Uncoupled,0.000000e+00,1.546339e+00,Uncoupled,0.000000e+00,1.544723e+00,Uncoupled,0.000000e+00,1.539822e+00,Uncoupled,0.000000e+00,1.221426e+00,Uncoupled,0.000000e+00,1.091892e+00,Uncoupled,0.000000e+00,1.249833e+00,Uncoupled,0.000000e+00,1.272639e+00,Uncoupled,0.000000e+00,1.546757e+00,Uncoupled,0.000000e+00,1.541520e+00,Uncoupled,0.000000e+00,1.545984e+00,Uncoupled,0.000000e+00,1.540428e+00,Uncoupled,0.000000e+00,1.699837e+00,Uncoupled,0.000000e+00,1.234218e+00,Uncoupled,0.000000e+00,1.911470e+00,Uncoupled,0.000000e+00,1.539931e+00
cpTransport_C00036[K],,Uncoupled,-2.982888e+00,2.396123e+00,Uncoupled,-2.993861e+00,2.373844e+00,Uncoupled,-2.963557e+00,2.435372e+00,Uncoupled,-2.871668e+00,2.621938e+00,Uncoupled,-2.527661e+00,2.270732e+00,Uncoupled,-1.353487e+00,1.836742e+00,Uncoupled,-1.144696e+00,1.601219e+00,Uncoupled,-1.418088e+00,1.589502e+00,Uncoupled,-3.001702e+00,2.357924e+00,Uncoupled,-3.007913e+00,2.345313e+00,Uncoupled,-2.987195e+00,2.387378e+00,Uncoupled,-2.883022e+00,2.598886e+00,Uncoupled,-3.172594e+00,2.730944e+00,Uncoupled,-2.157272e+00,2.540855e+00,Uncoupled,-1.934748e+00,1.826478e+00,Uncoupled,-1.387367e+00,1.636738e+00
cpTransport_C00037[K],,Uncoupled,0.000000e+00,4.939854e-01,Uncoupled,0.000000e+00,4.943445e-01,Uncoupled,0.000000e+00,4.933528e-01,Uncoupled,0.000000e+00,4.903455e-01,Uncoupled,0.000000e+00,3.925198e-01,Uncoupled,0.000000e+00,3.639641e-01,Uncoupled,0.000000e+00,3.948098e-01,Uncoupled,0.000000e+00,3.765117e-01,Uncoupled,0.000000e+00,4.946011e-01,Uncoupled,0.000000e+00,4.900039e-01,Uncoupled,0.000000e+00,4.941264e-01,Uncoupled,0.000000e+00,4.907171e-01,Uncoupled,0.000000e+00,5.075115e-01,Uncoupled,0.000000e+00,4.114059e-01,Uncoupled,0.000000e+00,6.047426e-01,Uncoupled,0.000000e+00,4.560172e-01
cpTransport_C00041[K],,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00
cpTransport_C00042[K],,Uncoupled,0.000000e+00,1.598467e-01,Uncoupled,0.000000e+00,1.594899e-01,Uncoupled,0.000000e+00,1.604753e-01,Uncoupled,0.000000e+00,1.616216e-01,Uncoupled,0.000000e+00,1.332686e-01,Uncoupled,0.000000e+00,1.222153e-01,Uncoupled,0.000000e+00,1.394603e-01,Uncoupled,0.000000e+00,1.346140e-01,Uncoupled,0.000000e+00,1.592350e-01,Uncoupled,0.000000e+00,1.590330e-01,Uncoupled,0.000000e+00,1.597067e-01,Uncoupled,0.000000e+00,1.616216e-01,Uncoupled,0.000000e+00,1.680038e-01,Uncoupled,0.000000e+00,1.426533e-01,Uncoupled,0.000000e+00,2.156916e-01,Uncoupled,0.000000e+00,1.647981e-01
cpTransport_C00047[K],Lys cytosol-plastid transport,Uncoupled,-2.000000e+00,0.000000e+00,Uncoupled,-2.000000e+00,0.000000e+00,Uncoupled,-2.000000e+00,0.000000e+00,Uncoupled,-2.000000e+00,0.000000e+00,Uncoupled,-2.000000e+00,0.000000e+00,Partially_Coupled,-2.000000e+00,-3.760565e-03,Partially_Coupled,-2.000000e+00,-1.114436e-02,Partially_Coupled,-2.000000e+00,-1.424693e-02,Uncoupled,-2.000000e+00,0.000000e+00,Uncoupled,-2.000000e+00,0.000000e+00,Uncoupled,-2.000000e+00,0.000000e+00,Uncoupled,-2.000000e+00,0.000000e+00,Uncoupled,-2.000000e+00,0.000000e+00,Uncoupled,-2.000000e+00,0.000000e+00,Partially_Coupled,-2.000000e+00,-1.280271e-02,Partially_Coupled,-2.000000e+00,-1.501315e-02
cpTransport_C00051[K],,Uncoupled,0.000000e+00,4.939854e-01,Uncoupled,0.000000e+00,4.943445e-01,Uncoupled,0.000000e+00,4.933528e-01,Uncoupled,0.000000e+00,4.903455e-01,Uncoupled,0.000000e+00,3.925198e-01,Uncoupled,0.000000e+00,3.639641e-01,Uncoupled,0.000000e+00,3.981679e-01,Uncoupled,0.000000e+00,3.795919e-01,Uncoupled,0.000000e+00,4.946011e-01,Uncoupled,0.000000e+00,4.900039e-01,Uncoupled,0.000000e+00,4.941264e-01,Uncoupled,0.000000e+00,4.907171e-01,Uncoupled,0.000000e+00,5.075115e-01,Uncoupled,0.000000e+00,4.114059e-01,Uncoupled,0.000000e+00,6.096047e-01,Uncoupled,0.000000e+00,4.648887e-01
cpTransport_C00052[K],,Uncoupled,-5.152513e-01,0.000000e+00,Uncoupled,-5.154464e-01,0.000000e+00,Uncoupled,-5.149077e-01,0.000000e+00,Uncoupled,-3.872067e-01,0.000000e+00,Uncoupled,-1.158537e-01,0.000000e+00,Uncoupled,-4.776737e-02,0.000000e+00,Uncoupled,-6.503357e-02,0.000000e+00,Uncoupled,-1.012697e-01,0.000000e+00,Uncoupled,-5.155858e-01,0.000000e+00,Uncoupled,-5.138400e-01,0.000000e+00,Uncoupled,-5.011439e-01,0.000000e+00,Uncoupled,-4.524020e-01,0.000000e+00,Uncoupled,-1.459600e-01,0.000000e+00,Uncoupled,-9.540823e-02,0.000000e+00,Uncoupled,-8.454612e-02,0.000000e+00,Uncoupled,-1.278224e-01,0.000000e+00
cpTransport_C00058[K],,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00,Blocked,0.000000e+00,0.000000e+00
cpTransport_C00059[K],,Uncoupled,0.000000e+00,3.402642e-02,Uncoupled,0.000000e+00,3.395241e-02,Uncoupled,0.000000e+00,3.412445e-02,Uncoupled,0.000000e+00,3.400471e-02,Uncoupled,0.000000e+00,2.180809e-02,Uncoupled,0.000000e+00,6.177127e-03,Uncoupled,0.000000e+00,1.567436e-03,Uncoupled,0.000000e+00,8.890815e-04,Uncoupled,0.000000e+00,3.389953e-02,Uncoupled,0.000000e+00,3.385764e-02,Uncoupled,0.000000e+00,3.399737e-02,Uncoupled,0.000000e+00,3.401950e-02,Uncoupled,0.000000e+00,3.784327e-02,Uncoupled,0.000000e+00,1.807962e-02,Uncoupled,0.000000e+00,1.707261e-03,Uncoupled,0.000000e+00,2.910350e-04
cpTransport_C00062[K],,Uncoupled,-1.598467e-01,0.000000e+00,Uncoupled,-1.594899e-01,0.000000e+00,Uncoupled,-1.604753e-01,0.000000e+00,Uncoupled,-1.616216e-01,0.000000e+00,Uncoupled,-1.332686e-01,0.000000e+00,Uncoupled,-1.222153e-01,0.000000e+00,Uncoupled,-1.394603e-01,0.000000e+00,Uncoupled,-1.346140e-01,0.000000e+00,Uncoupled,-1.592350e-01,0.000000e+00,Uncoupled,-1.590330e-01,0.000000e+00,Uncoupled,-1.597067e-01,0.000000e+00,Uncoupled,-1.616216e-01,0.000000e+00,Uncoupled,-1.680038e-01,0.000000e+00,Uncoupled,-1.426533e-01,0.000000e+00,Uncoupled,-2.156916e-01,0.000000e+00,Uncoupled,-1.647981e-01,0.000000e+00
cpTransport_C00065[K],,Uncoupled,-8.071824e-01,4.110605e-02,Uncoupled,-8.054267e-01,4.112327e-02,Uncoupled,-8.102754e-01,4.107573e-02,Uncoupled,-8.249776e-01,4.093159e-02,Uncoupled,-7.719388e-01,2.180809e-02,Uncoupled,-7.257308e-01,6.177127e-03,Uncoupled,-6.984756e-01,1.567436e-03,Uncoupled,-8.324771e-01,8.890815e-04,Uncoupled,-8.041722e-01,4.113557e-02,Uncoupled,-7.897047e-01,4.114531e-02,Uncoupled,-8.011304e-01,4.111281e-02,Uncoupled,-8.231610e-01,4.094940e-02,Uncoupled,-8.928946e-01,4.555208e-02,Uncoupled,-8.701723e-01,1.807962e-02,Uncoupled,-1.058136e+00,1.707261e-03,Uncoupled,-1.018246e+00,2.910350e-04
cpTransport_C00070[K],,Uncoupled,0.000000e+00,1.177806e+00,Uncoupled,0.000000e+00,1.175549e+00,Uncoupled,0.000000e+00,1.181783e+00,Uncoupled,0.000000e+00,1.196000e+00,Uncoupled,0.000000e+00,1.049794e+00,Uncoupled,0.000000e+00,1.091892e+00,Uncoupled,0.000000e+00,1.181288e+00,Uncoupled,0.000000e+00,1.129128e+00,Uncoupled,0.000000e+00,1.173936e+00,Uncoupled,0.000000e+00,1.172658e+00,Uncoupled,0.000000e+00,1.176920e+00,Uncoupled,0.000000e+00,1.196000e+00,Uncoupled,0.000000e+00,1.278029e+00,Uncoupled,0.000000e+00,1.125376e+00,Uncoupled,0.000000e+00,1.808427e+00,Uncoupled,0.000000e+00,1.368052e+00
cpTransport_C00073[K],,Uncoupled,0.000000e+00,7.155781e-01,Uncoupled,0.000000e+00,7.020354e-01,Uncoupled,0.000000e+00,7.331760e-01,Uncoupled,0.000000e+00,8.036912e-01,Uncoupled,0.000000e+00,5.257739e-01,Uncoupled,0.000000e+00,3.767105e-01,Uncoupled,0.000000e+00,3.349493e-01,Uncoupled,0.000000e+00,3.206679e-01,Uncoupled,0.000000e+00,6.984510e-01,Uncoupled,0.000000e+00,6.761368e-01,Uncoupled,0.000000e+00,7.000413e-01,Uncoupled,0.000000e+00,8.025261e-01,Uncoupled,0.000000e+00,7.743014e-01,Uncoupled,0.000000e+00,5.233001e-01,Uncoupled,0.000000e+00,5.163676e-01,Uncoupled,0.000000e+00,3.834129e-01
