Metabolite_ID,Metabolite_Name,Base_KEGG_ID,Compartment,WT_DAP6,O2_DAP6,Diff_DAP6,WT_DAP8,O2_DAP8,Diff_DAP8,WT_DAP10,O2_DAP10,Diff_DAP10,WT_DAP12,O2_DAP12,Diff_DAP12,WT_DAP15,O2_DAP15,Diff_DAP15,WT_DAP18,O2_DAP18,Diff_DAP18,WT_DAP22,O2_DAP22,Diff_DAP22,WT_DAP30,O2_DAP30,Diff_DAP30,WT_Mean,WT_Max,O2_Mean,O2_Max,Diff_Mean,Diff_Max,Diff_MaxAbs,Diff_SumAbs
"C00149[K,x]",Malate [x],C00149,x,0.0000000000,0.0000012700,0.0000012700,0.0000000000,0.0000012700,0.0000012700,0.0000000000,0.0001074200,0.0001074200,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0002234300,0.0002234300,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000416737,0.0002234300,0.0000416737,0.0002234300,0.0002234300,0.0003333900
"C00021[K,c]",C00021 [cyt],C00021,c,0.0002317900,0.0002280200,-0.0000037700,0.0002173750,0.0002574050,0.0000400300,0.0002436600,0.0002477050,0.0000040450,0.0002820500,0.0002571300,-0.0000249200,0.0006221200,0.0005161850,-0.0001059350,0.0004786500,0.0006264400,0.0001477900,0.0001381650,0.0001365350,-0.0000016300,0.0000672100,0.0000228800,-0.0000443300,0.0002851275,0.0006221200,0.0002865375,0.0006264400,0.0000014100,0.0001477900,0.0001477900,0.0003724500
"C00155[K,c]",C00155 [cyt],C00155,c,0.0002321300,0.0002280700,-0.0000040600,0.0002174950,0.0002574600,0.0000399650,0.0002441600,0.0002482100,0.0000040500,0.0002823850,0.0002575200,-0.0000248650,0.0006230400,0.0005159900,-0.0001070500,0.0004793600,0.0006267900,0.0001474300,0.0001383700,0.0001365300,-0.0000018400,0.0000673100,0.0000229200,-0.0000443900,0.0002855312,0.0006230400,0.0002866863,0.0006267900,0.0000011550,0.0001474300,0.0001474300,0.0003736500
"C03172[K,c]",C03172 [cyt],C03172,c,0.0002321300,0.0002280700,-0.0000040600,0.0002175000,0.0002574600,0.0000399600,0.0002441600,0.0002482100,0.0000040500,0.0002823800,0.0002575200,-0.0000248600,0.0006230400,0.0005159900,-0.0001070500,0.0004793600,0.0006267900,0.0001474300,0.0001383700,0.0001365300,-0.0000018400,0.0000673100,0.0000229200,-0.0000443900,0.0002855313,0.0006230400,0.0002866863,0.0006267900,0.0000011550,0.0001474300,0.0001474300,0.0003736400
C03172[P],C03172 [],C03172,,0.0002321300,0.0002280700,-0.0000040600,0.0002175000,0.0002574600,0.0000399600,0.0002441600,0.0002482100,0.0000040500,0.0002823800,0.0002575200,-0.0000248600,0.0006230400,0.0005159900,-0.0001070500,0.0004793600,0.0006267900,0.0001474300,0.0001383700,0.0001365300,-0.0000018400,0.0000673100,0.0000229200,-0.0000443900,0.0002855313,0.0006230400,0.0002866863,0.0006267900,0.0000011550,0.0001474300,0.0001474300,0.0003736400
"C00073[K,B]",L-Methionine [B],C00073,B,0.0002321308,0.0002280695,-0.0000040613,0.0002174961,0.0002574571,0.0000399611,0.0002441565,0.0002482110,0.0000040545,0.0002823844,0.0002575195,-0.0000248649,0.0006230387,0.0005159926,-0.0001070461,0.0004793585,0.0006267869,0.0001474283,0.0001383721,0.0001365279,-0.0000018443,0.0000673117,0.0000229184,-0.0000443933,0.0002855311,0.0006230387,0.0002866854,0.0006267869,0.0000011542,0.0001474283,0.0001474283,0.0003736538
"C00019[K,c]",C00019 [cyt],C00019,c,0.0002321400,0.0002283600,-0.0000037800,0.0002173750,0.0002579350,0.0000405600,0.0002440200,0.0002482150,0.0000041950,0.0002826250,0.0002575200,-0.0000251050,0.0006230500,0.0005169550,-0.0001060950,0.0004793600,0.0006264400,0.0001470800,0.0001381650,0.0001365350,-0.0000016300,0.0000672100,0.0000228800,-0.0000443300,0.0002854931,0.0006230500,0.0002868550,0.0006264400,0.0000013619,0.0001470800,0.0001470800,0.0003727750
"C00167[K,c]",C00167 [cyt],C00167,c,0.0002214200,0.0002167450,-0.0000046750,0.0002091200,0.0002446800,0.0000355600,0.0002320400,0.0002359500,0.0000039100,0.0002683750,0.0002477400,-0.0000206350,0.0005924450,0.0004907700,-0.0001016750,0.0004560050,0.0005958200,0.0001398150,0.0001331200,0.0001313500,-0.0000017700,0.0000647600,0.0000220450,-0.0000427150,0.0002721606,0.0005924450,0.0002731375,0.0005958200,0.0000009769,0.0001398150,0.0001398150,0.0003507550
"C00137[K,c]",C00137 [cyt],C00137,c,0.0002214200,0.0002167500,-0.0000046700,0.0002091200,0.0002446800,0.0000355600,0.0002320400,0.0002359500,0.0000039100,0.0002683700,0.0002477400,-0.0000206300,0.0005924500,0.0004907700,-0.0001016800,0.0004560100,0.0005958200,0.0001398100,0.0001331200,0.0001313500,-0.0000017700,0.0000647600,0.0000220500,-0.0000427100,0.0002721613,0.0005924500,0.0002731388,0.0005958200,0.0000009775,0.0001398100,0.0001398100,0.0003507400
"C00191[K,c]",C00191 [cyt],C00191,c,0.0002214200,0.0002167500,-0.0000046700,0.0002091200,0.0002446800,0.0000355600,0.0002320400,0.0002359500,0.0000039100,0.0002683700,0.0002477400,-0.0000206300,0.0005924500,0.0004907700,-0.0001016800,0.0004560100,0.0005958200,0.0001398100,0.0001331200,0.0001313500,-0.0000017700,0.0000647600,0.0000220500,-0.0000427100,0.0002721613,0.0005924500,0.0002731388,0.0005958200,0.0000009775,0.0001398100,0.0001398100,0.0003507400
"C05385[K,c]",C05385 [cyt],C05385,c,0.0002214200,0.0002167500,-0.0000046700,0.0002091200,0.0002446800,0.0000355600,0.0002320400,0.0002359500,0.0000039100,0.0002683700,0.0002477400,-0.0000206300,0.0005924500,0.0004907700,-0.0001016800,0.0004560100,0.0005958200,0.0001398100,0.0001331200,0.0001313500,-0.0000017700,0.0000647600,0.0000220500,-0.0000427100,0.0002721613,0.0005924500,0.0002731388,0.0005958200,0.0000009775,0.0001398100,0.0001398100,0.0003507400
"C00279[K,p]",C00279 [pla],C00279,p,0.0002206550,0.0002160000,-0.0000046550,0.0002084400,0.0002438350,0.0000353950,0.0002312400,0.0002351200,0.0000038800,0.0002674400,0.0002468800,-0.0000205600,0.0005652250,0.0004890650,-0.0000761600,0.0004555600,0.0005952550,0.0001396950,0.0001269300,0.0001312200,0.0000042900,0.0000617500,0.0000210200,-0.0000407300,0.0002671550,0.0005652250,0.0002722994,0.0005952550,0.0000051444,0.0001396950,0.0001396950,0.0003253650
"C04691[K,p]",C04691 [pla],C04691,p,0.0002111300,0.0002066800,-0.0000044500,0.0001994100,0.0002333100,0.0000339000,0.0002212600,0.0002249800,0.0000037200,0.0002559000,0.0002362300,-0.0000196700,0.0005649200,0.0004679700,-0.0000969500,0.0004348100,0.0005681300,0.0001333200,0.0001269300,0.0001252400,-0.0000016900,0.0000617500,0.0000210200,-0.0000407300,0.0002595137,0.0005649200,0.0002604450,0.0005681300,0.0000009313,0.0001333200,0.0001333200,0.0003344300
"C00251[K,c]",C00251 [cyt],C00251,c,0.0002111350,0.0001664500,-0.0000446850,0.0001605900,0.0001879000,0.0000273100,0.0001781900,0.0001811900,0.0000030000,0.0002559000,0.0001902500,-0.0000656500,0.0005649200,0.0004679700,-0.0000969500,0.0004348100,0.0005681300,0.0001333200,0.0001269350,0.0001008700,-0.0000260650,0.0000000000,0.0000210200,0.0000210200,0.0002415600,0.0005649200,0.0002354725,0.0005681300,-0.0000060875,0.0001333200,0.0001333200,0.0004180000
"C00493[K,m]",C00493 [mit],C00493,m,0.0002111300,0.0002066800,-0.0000044500,0.0001994100,0.0002333100,0.0000339000,0.0002212600,0.0002249800,0.0000037200,0.0002559000,0.0002362300,-0.0000196700,0.0005649200,0.0004679700,-0.0000969500,0.0004348100,0.0005681300,0.0001333200,0.0000000000,0.0001252400,0.0001252400,0.0000000000,0.0000000000,0.0000000000,0.0002359287,0.0005649200,0.0002578175,0.0005681300,0.0000218888,0.0001333200,0.0001333200,0.0004172500
"C03175[K,m]",C03175 [mit],C03175,m,0.0002111300,0.0002066800,-0.0000044500,0.0001994100,0.0002333100,0.0000339000,0.0002212600,0.0002249800,0.0000037200,0.0002559000,0.0002362300,-0.0000196700,0.0005649200,0.0004679700,-0.0000969500,0.0004348100,0.0005681300,0.0001333200,0.0000000000,0.0001252400,0.0001252400,0.0000000000,0.0000000000,0.0000000000,0.0002359287,0.0005649200,0.0002578175,0.0005681300,0.0000218888,0.0001333200,0.0001333200,0.0004172500
"C01269[K,c]",C01269 [cyt],C01269,c,0.0002111300,0.0001664500,-0.0000446800,0.0001605900,0.0001879000,0.0000273100,0.0001781900,0.0001811900,0.0000030000,0.0002559000,0.0001902500,-0.0000656500,0.0005649200,0.0004679700,-0.0000969500,0.0004348100,0.0005681300,0.0001333200,0.0001269300,0.0001008700,-0.0000260600,0.0000000000,0.0000210200,0.0000210200,0.0002415587,0.0005649200,0.0002354725,0.0005681300,-0.0000060862,0.0001333200,0.0001333200,0.0004179900
"C00493[K,c]",C00493 [cyt],C00493,c,0.0002111300,0.0002066800,-0.0000044500,0.0001994100,0.0002333100,0.0000339000,0.0002212600,0.0002249800,0.0000037200,0.0002559000,0.0002362300,-0.0000196700,0.0005649200,0.0004679700,-0.0000969500,0.0004348100,0.0005681300,0.0001333200,0.0000000000,0.0001252400,0.0001252400,0.0000000000,0.0000000000,0.0000000000,0.0002359287,0.0005649200,0.0002578175,0.0005681300,0.0000218888,0.0001333200,0.0001333200,0.0004172500
"C03175[K,c]",C03175 [cyt],C03175,c,0.0002111300,0.0002066800,-0.0000044500,0.0001994050,0.0002333100,0.0000339050,0.0002212600,0.0002249800,0.0000037200,0.0002559000,0.0002362300,-0.0000196700,0.0005649200,0.0004679700,-0.0000969500,0.0004348100,0.0005681300,0.0001333200,0.0001269300,0.0001252450,-0.0000016850,0.0000000000,0.0000210200,0.0000210200,0.0002517944,0.0005649200,0.0002604456,0.0005681300,0.0000086513,0.0001333200,0.0001333200,0.0003147200
"C00493[K,p]",C00493 [pla],C00493,p,0.0002111300,0.0002066800,-0.0000044500,0.0001994100,0.0002333100,0.0000339000,0.0002212600,0.0002249800,0.0000037200,0.0002559000,0.0002362300,-0.0000196700,0.0005649200,0.0004679700,-0.0000969500,0.0004348100,0.0005681300,0.0001333200,0.0001269300,0.0001252400,-0.0000016900,0.0000617500,0.0000210200,-0.0000407300,0.0002595137,0.0005649200,0.0002604450,0.0005681300,0.0000009313,0.0001333200,0.0001333200,0.0003344300
"C00944[K,p]",C00944 [pla],C00944,p,0.0002111300,0.0002066800,-0.0000044500,0.0001994100,0.0002333100,0.0000339000,0.0002212600,0.0002249800,0.0000037200,0.0002559000,0.0002362300,-0.0000196700,0.0005649200,0.0004679700,-0.0000969500,0.0004348100,0.0005681300,0.0001333200,0.0001269300,0.0001252400,-0.0000016900,0.0000617500,0.0000210200,-0.0000407300,0.0002595137,0.0005649200,0.0002604450,0.0005681300,0.0000009313,0.0001333200,0.0001333200,0.0003344300
"C02637[K,p]",C02637 [pla],C02637,p,0.0002111300,0.0002066800,-0.0000044500,0.0001994100,0.0002333100,0.0000339000,0.0002212600,0.0002249800,0.0000037200,0.0002559000,0.0002362300,-0.0000196700,0.0005649200,0.0004679700,-0.0000969500,0.0004348100,0.0005681300,0.0001333200,0.0001269300,0.0001252400,-0.0000016900,0.0000617500,0.0000210200,-0.0000407300,0.0002595137,0.0005649200,0.0002604450,0.0005681300,0.0000009313,0.0001333200,0.0001333200,0.0003344300
"C00086[K,x]",C00086 [x],C00086,x,0.0001008100,0.0000986800,-0.0000021300,0.0001903750,0.0002227950,0.0000324200,0.0001056400,0.0002148400,0.0001092000,0.0002443600,0.0001127900,-0.0001315700,0.0005649200,0.0004468650,-0.0001180550,0.0004140600,0.0005410200,0.0001269600,0.0000604000,0.0000596300,-0.0000007700,0.0000588000,0.0000114450,-0.0000473550,0.0002174206,0.0005649200,0.0002135081,0.0005410200,-0.0000039125,0.0001269600,0.0001315700,0.0005684600
"C00275[K,c]",C00275 [cyt],C00275,c,0.0001935100,0.0001894300,-0.0000040800,0.0001827600,0.0002138400,0.0000310800,0.0002027900,0.0002062050,0.0000034150,0.0002345400,0.0002165150,-0.0000180250,0.0005177700,0.0004289100,-0.0000888600,0.0003985200,0.0005207200,0.0001222000,0.0001163400,0.0001147900,-0.0000015500,0.0000565900,0.0000192700,-0.0000373200,0.0002378525,0.0005177700,0.0002387100,0.0005207200,0.0000008575,0.0001222000,0.0001222000,0.0003065300
"C00212[K,p]",C00212 [pla],C00212,p,0.0002226100,0.0002186200,-0.0000039900,0.0002083450,0.0002469400,0.0000385950,0.0002440200,0.0002380700,-0.0000059500,0.0002708500,0.0002468700,-0.0000239800,0.0005649200,0.0004948900,-0.0000700300,0.0004793600,0.0005993200,0.0001199600,0.0000604000,0.0001305500,0.0000701500,0.0000673100,0.0000229150,-0.0000443950,0.0002647269,0.0005649200,0.0002747719,0.0005993200,0.0000100450,0.0001199600,0.0001199600,0.0003770500
"C00077[K,p]",L-Ornithine [pla],C00077,p,0.0000430500,0.0000421400,-0.0000009100,0.0000406600,0.0000475750,0.0000069150,0.0000451200,0.0000458800,0.0000007600,0.0000521800,0.0000481700,-0.0000040100,0.0000000000,0.0000954200,0.0000954200,0.0000000000,0.0001158500,0.0001158500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000042900,0.0000042900,0.0000226263,0.0000521800,0.0000499156,0.0001158500,0.0000272894,0.0001158500,0.0001158500,0.0002281550
"C04133[K,p]",C04133 [pla],C04133,p,0.0000430500,0.0000415100,-0.0000015400,0.0000406600,0.0000469400,0.0000062800,0.0000451200,0.0000458800,0.0000007600,0.0000521800,0.0000481700,-0.0000040100,0.0000000000,0.0000954200,0.0000954200,0.0000000000,0.0001158500,0.0001158500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000226263,0.0000521800,0.0000492212,0.0001158500,0.0000265950,0.0001158500,0.0001158500,0.0002238600
"C01250[K,p]",C01250 [pla],C01250,p,0.0000430500,0.0000415100,-0.0000015400,0.0000406600,0.0000469400,0.0000062800,0.0000451200,0.0000458800,0.0000007600,0.0000521800,0.0000481700,-0.0000040100,0.0000000000,0.0000954200,0.0000954200,0.0000000000,0.0001158500,0.0001158500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000226263,0.0000521800,0.0000492212,0.0001158500,0.0000265950,0.0001158500,0.0001158500,0.0002238600
"C00437[K,p]",C00437 [pla],C00437,p,0.0000430500,0.0000415100,-0.0000015400,0.0000406600,0.0000469400,0.0000062800,0.0000451200,0.0000458800,0.0000007600,0.0000521800,0.0000481700,-0.0000040100,0.0000000000,0.0000954200,0.0000954200,0.0000000000,0.0001158500,0.0001158500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000226263,0.0000521800,0.0000492212,0.0001158500,0.0000265950,0.0001158500,0.0001158500,0.0002238600
"C00624[K,p]",C00624 [pla],C00624,p,0.0000430500,0.0000415100,-0.0000015400,0.0000406600,0.0000469400,0.0000062800,0.0000451200,0.0000458800,0.0000007600,0.0000521800,0.0000481700,-0.0000040100,0.0000000000,0.0000954200,0.0000954200,0.0000000000,0.0001158500,0.0001158500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000226263,0.0000521800,0.0000492212,0.0001158500,0.0000265950,0.0001158500,0.0001158500,0.0002238600
"C03287[K,p]",C03287 [pla],C03287,p,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0001151900,0.0000000000,-0.0001151900,0.0000886600,0.0000000000,-0.0000886600,0.0000258800,0.0000255400,-0.0000003400,0.0000125900,0.0000000000,-0.0000125900,0.0000302900,0.0001151900,0.0000031925,0.0000255400,-0.0000270975,0.0000000000,0.0001151900,0.0002167800
"C03287[K,c]",C03287 [cyt],C03287,c,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0001151900,0.0000000000,-0.0001151900,0.0000886600,0.0000000000,-0.0000886600,0.0000000000,0.0000255400,0.0000255400,0.0000125900,0.0000000000,-0.0000125900,0.0000270550,0.0001151900,0.0000031925,0.0000255400,-0.0000238625,0.0000255400,0.0001151900,0.0002419800
"C00044[K,c]",GTP [cyt],C00044,c,0.0000001100,0.0000001100,0.0000000000,0.0000009300,0.0001129800,0.0001120500,0.0000010300,0.0000010500,0.0000000200,0.0000012000,0.0000011050,-0.0000000950,0.0002735600,0.0002266050,-0.0000469550,0.0000020300,0.0000026600,0.0000006300,0.0000000700,0.0000000700,0.0000000000,0.0000000300,0.0000001000,0.0000000700,0.0000348700,0.0002735600,0.0000430850,0.0002266050,0.0000082150,0.0001120500,0.0001120500,0.0001598200
"C00156[K,c]",C00156 [cyt],C00156,c,0.0001700400,0.0001664500,-0.0000035900,0.0001605900,0.0001879000,0.0000273100,0.0001781900,0.0001811900,0.0000030000,0.0002060900,0.0001902500,-0.0000158400,0.0004549600,0.0003768800,-0.0000780800,0.0003501800,0.0004575500,0.0001073700,0.0001022300,0.0001008700,-0.0000013600,0.0000000000,0.0000169300,0.0000169300,0.0002027850,0.0004549600,0.0002097525,0.0004575500,0.0000069675,0.0001073700,0.0001073700,0.0002534800
"C00811[K,c]",C00811 [cyt],C00811,c,0.0001700400,0.0001664500,-0.0000035900,0.0001605900,0.0001879000,0.0000273100,0.0001781950,0.0001811900,0.0000029950,0.0002060900,0.0001902500,-0.0000158400,0.0004549600,0.0003768750,-0.0000780850,0.0003501800,0.0004575500,0.0001073700,0.0001022300,0.0001008700,-0.0000013600,0.0000497300,0.0000169300,-0.0000328000,0.0002090019,0.0004549600,0.0002097519,0.0004575500,0.0000007500,0.0001073700,0.0001073700,0.0002693500
"C00366[K,c]",C00366 [cyt],C00366,c,0.0001008100,0.0000986800,-0.0000021300,0.0000951900,0.0001114000,0.0000162100,0.0001056400,0.0000000000,-0.0001056400,0.0001221800,0.0001127900,-0.0000093900,0.0000000000,0.0000000000,0.0000000000,0.0002070300,0.0002705100,0.0000634800,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000788562,0.0002070300,0.0000741725,0.0002705100,-0.0000046838,0.0000634800,0.0001056400,0.0001968500
"C03175[K,p]",C03175 [pla],C03175,p,0.0000000000,0.0000402300,0.0000402300,0.0000388100,0.0000454100,0.0000066000,0.0000430700,0.0000437900,0.0000007200,0.0000000000,0.0000459800,0.0000459800,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0001269300,0.0000243800,-0.0001025500,0.0000617500,0.0000210200,-0.0000407300,0.0000338200,0.0001269300,0.0000276012,0.0000459800,-0.0000062188,0.0000459800,0.0001025500,0.0002368100
"C00223[K,c]",C00223 [cyt],C00223,c,0.0001613800,0.0001579700,-0.0000034100,0.0001524100,0.0001783300,0.0000259200,0.0001691200,0.0001719650,0.0000028450,0.0001955950,0.0001805600,-0.0000150350,0.0004317900,0.0003576850,-0.0000741050,0.0003323450,0.0004342500,0.0001019050,0.0000970250,0.0000957300,-0.0000012950,0.0000471950,0.0000160700,-0.0000311250,0.0001983575,0.0004317900,0.0001990700,0.0004342500,0.0000007125,0.0001019050,0.0001019050,0.0002556400
"C00296[K,c]",C00296 [cyt],C00296,c,0.0001557300,0.0001524400,-0.0000032900,0.0001470800,0.0001720900,0.0000250100,0.0001632000,0.0001659500,0.0000027500,0.0001887500,0.0001742400,-0.0000145100,0.0004166800,0.0003451700,-0.0000715100,0.0003207100,0.0004190500,0.0000983400,0.0000936300,0.0000923800,-0.0000012500,0.0000455400,0.0000155100,-0.0000300300,0.0001914150,0.0004166800,0.0001921037,0.0004190500,0.0000006888,0.0000983400,0.0000983400,0.0002466900
"C12208[K,c]",C12208 [cyt],C12208,c,0.0001557300,0.0001524400,-0.0000032900,0.0001470800,0.0001720900,0.0000250100,0.0001632000,0.0001659500,0.0000027500,0.0001887500,0.0001742400,-0.0000145100,0.0004166800,0.0003451700,-0.0000715100,0.0003207100,0.0004190500,0.0000983400,0.0000936300,0.0000923800,-0.0000012500,0.0000455400,0.0000155100,-0.0000300300,0.0001914150,0.0004166800,0.0001921037,0.0004190500,0.0000006888,0.0000983400,0.0000983400,0.0002466900
"C00852[K,c]",C00852 [cyt],C00852,c,0.0001557300,0.0001524400,-0.0000032900,0.0001470800,0.0001720900,0.0000250100,0.0001632000,0.0001659500,0.0000027500,0.0001887500,0.0001742400,-0.0000145100,0.0004166800,0.0003451700,-0.0000715100,0.0003207100,0.0004190500,0.0000983400,0.0000936300,0.0000923800,-0.0000012500,0.0000455400,0.0000155100,-0.0000300300,0.0001914150,0.0004166800,0.0001921037,0.0004190500,0.0000006888,0.0000983400,0.0000983400,0.0002466900
"C00406[K,c]",C00406 [cyt],C00406,c,0.0001557300,0.0001524400,-0.0000032900,0.0001470800,0.0001720900,0.0000250100,0.0001632000,0.0001659500,0.0000027500,0.0001887500,0.0001742400,-0.0000145100,0.0004166800,0.0003451700,-0.0000715100,0.0003207100,0.0004190500,0.0000983400,0.0000936300,0.0000923800,-0.0000012500,0.0000455400,0.0000155100,-0.0000300300,0.0001914150,0.0004166800,0.0001921037,0.0004190500,0.0000006888,0.0000983400,0.0000983400,0.0002466900
"C00323[K,c]",C00323 [cyt],C00323,c,0.0001557300,0.0001524400,-0.0000032900,0.0001470800,0.0001720900,0.0000250100,0.0001632000,0.0001659500,0.0000027500,0.0001887500,0.0001742400,-0.0000145100,0.0004166800,0.0003451700,-0.0000715100,0.0003207100,0.0004190500,0.0000983400,0.0000936300,0.0000923800,-0.0000012500,0.0000455400,0.0000155100,-0.0000300300,0.0001914150,0.0004166800,0.0001921037,0.0004190500,0.0000006888,0.0000983400,0.0000983400,0.0002466900
"C02666[K,c]",C02666 [cyt],C02666,c,0.0001557300,0.0001524400,-0.0000032900,0.0001470800,0.0001720900,0.0000250100,0.0001632000,0.0001659450,0.0000027450,0.0001887500,0.0001742400,-0.0000145100,0.0004166750,0.0003451700,-0.0000715050,0.0003207150,0.0004190500,0.0000983350,0.0000936250,0.0000923800,-0.0000012450,0.0000455450,0.0000155050,-0.0000300400,0.0001914150,0.0004166750,0.0001921025,0.0004190500,0.0000006875,0.0000983350,0.0000983350,0.0002466800
"C00052[K,p]",C00052 [pla],C00052,p,0.0001210500,0.0001124900,-0.0000085600,0.0001147250,0.0001266900,0.0000119650,0.0001206900,0.0001281650,0.0000074750,0.0001462250,0.0001290000,-0.0000172250,0.0003272150,0.0002547700,-0.0000724450,0.0002396600,0.0003297900,0.0000901300,0.0000688700,0.0000720100,0.0000031400,0.0000333900,0.0000128600,-0.0000205300,0.0001464781,0.0003272150,0.0001457219,0.0003297900,-0.0000007562,0.0000901300,0.0000901300,0.0002314700
"C00718[K,p]",C00718 [pla],C00718,p,0.0001408400,0.0001378650,-0.0000029750,0.0001330200,0.0001556400,0.0000226200,0.0001475950,0.0001500800,0.0000024850,0.0001707000,0.0001575800,-0.0000131200,0.0003768400,0.0003121650,-0.0000646750,0.0002900550,0.0003789850,0.0000889300,0.0000846750,0.0000835450,-0.0000011300,0.0000411850,0.0000140200,-0.0000271650,0.0001731138,0.0003768400,0.0001737350,0.0003789850,0.0000006213,0.0000889300,0.0000889300,0.0002231000
"C00029[K,p]",C00029 [pla],C00029,p,0.0001248200,0.0001224200,-0.0000024000,0.0001180900,0.0001379300,0.0000198400,0.0001316700,0.0001325200,0.0000008500,0.0001517000,0.0001403400,-0.0000113600,0.0003363550,0.0002772900,-0.0000590650,0.0002588250,0.0003392050,0.0000803800,0.0000741900,0.0000738400,-0.0000003500,0.0000358800,0.0000124550,-0.0000234250,0.0001539412,0.0003363550,0.0001545000,0.0003392050,0.0000005588,0.0000803800,0.0000803800,0.0001976700
"C15805[K,B]",C15805 [B],C15805,B,0.0001227408,0.0001201507,-0.0000025901,0.0001159216,0.0001356376,0.0000197160,0.0001286282,0.0001307923,0.0000021642,0.0001487681,0.0001373313,-0.0000114368,0.0003284119,0.0002720502,-0.0000563617,0.0002527793,0.0003302816,0.0000775023,0.0000737912,0.0000728098,-0.0000009814,0.0000358980,0.0000122210,-0.0000236770,0.0001508674,0.0003284119,0.0001514093,0.0003302816,0.0000005419,0.0000775023,0.0000775023,0.0001944295
"C00590[K,c]",C00590 [cyt],C00590,c,0.0001227400,0.0001201500,-0.0000025900,0.0001159200,0.0001356400,0.0000197200,0.0001286300,0.0001307900,0.0000021600,0.0001487700,0.0001373300,-0.0000114400,0.0003284100,0.0002720500,-0.0000563600,0.0002527800,0.0003302800,0.0000775000,0.0000737900,0.0000728100,-0.0000009800,0.0000359000,0.0000122200,-0.0000236800,0.0001508675,0.0003284100,0.0001514087,0.0003302800,0.0000005413,0.0000775000,0.0000775000,0.0001944300
"C15805[K,c]",C15805 [cyt],C15805,c,0.0001227400,0.0001201500,-0.0000025900,0.0001159200,0.0001356400,0.0000197200,0.0001286300,0.0001307900,0.0000021600,0.0001487700,0.0001373300,-0.0000114400,0.0003284100,0.0002720500,-0.0000563600,0.0002527800,0.0003302800,0.0000775000,0.0000737900,0.0000728100,-0.0000009800,0.0000359000,0.0000122200,-0.0000236800,0.0001508675,0.0003284100,0.0001514087,0.0003302800,0.0000005413,0.0000775000,0.0000775000,0.0001944300
"C02352[K,c]",C02352 [cyt],C02352,c,0.0001107100,0.0001083700,-0.0000023400,0.0001045600,0.0001223400,0.0000177800,0.0001160200,0.0001179700,0.0000019500,0.0001341900,0.0001238700,-0.0000103200,0.0002962200,0.0002453900,-0.0000508300,0.0002280000,0.0002979100,0.0000699100,0.0000665600,0.0000656700,-0.0000008900,0.0000323800,0.0000110200,-0.0000213600,0.0001360800,0.0002962200,0.0001365675,0.0002979100,0.0000004875,0.0000699100,0.0000699100,0.0001753800
"C00259[K,c]",C00259 [cyt],C00259,c,0.0001107100,0.0001083700,-0.0000023400,0.0001045600,0.0001223400,0.0000177800,0.0001160200,0.0001179700,0.0000019500,0.0001341900,0.0001238700,-0.0000103200,0.0002962200,0.0002453900,-0.0000508300,0.0002280000,0.0002979100,0.0000699100,0.0000665600,0.0000656700,-0.0000008900,0.0000323800,0.0000110200,-0.0000213600,0.0001360800,0.0002962200,0.0001365675,0.0002979100,0.0000004875,0.0000699100,0.0000699100,0.0001753800
"C00935[K,c]",C00935 [cyt],C00935,c,0.0001107100,0.0001083700,-0.0000023400,0.0001045600,0.0001223400,0.0000177800,0.0001160200,0.0001179700,0.0000019500,0.0001341900,0.0001238700,-0.0000103200,0.0002962200,0.0002453900,-0.0000508300,0.0002280000,0.0002979100,0.0000699100,0.0000665600,0.0000656700,-0.0000008900,0.0000323800,0.0000110200,-0.0000213600,0.0001360800,0.0002962200,0.0001365675,0.0002979100,0.0000004875,0.0000699100,0.0000699100,0.0001753800
"C00181[K,c]",C00181 [cyt],C00181,c,0.0001107100,0.0001083700,-0.0000023400,0.0001045600,0.0001223400,0.0000177800,0.0001160200,0.0001179700,0.0000019500,0.0001341900,0.0001238700,-0.0000103200,0.0002962200,0.0002453900,-0.0000508300,0.0002280000,0.0002979100,0.0000699100,0.0000665600,0.0000656700,-0.0000008900,0.0000323800,0.0000110200,-0.0000213600,0.0001360800,0.0002962200,0.0001365675,0.0002979100,0.0000004875,0.0000699100,0.0000699100,0.0001753800
