Rank,Metabolite_ID,Metabolite_Name,Base_KEGG_ID,Compartment,Direction_in_O2,Consistency,DAPs_with_change,Mean_Abs_Diff,Max_Abs_Diff,Relevance_Weight,Composite_Score,Suggested_Strategy,Pathways,Diff_DAP6,Diff_DAP8,Diff_DAP10,Diff_DAP12,Diff_DAP15,Diff_DAP18,Diff_DAP22,Diff_DAP30
93,"C00111[K,p]",Glycerone-phosphate [pla],C00111,p,DECREASED,0.75000000,8,0.07188772,0.20586212,1.00000000,0.05391579,Reduce turnover (limit competing usage),Glycolysis,-0.00017195,0.00131943,0.00014367,-0.00076703,-0.16280087,-0.20586212,-0.12998770,-0.07404901
94,"C00236[K,p]",3-Phospho-D-glyceroyl-phosphate [pla],C00236,p,DECREASED,0.75000000,8,0.06410718,0.18862221,1.00000000,0.04808039,Reduce turnover (limit competing usage),Glycolysis,-0.00035295,0.00270063,0.00029528,-0.00157030,-0.12187667,-0.18862221,-0.12499487,-0.07244456
95,"C02631[K,c]",C02631 [cyt],C02631,c,DECREASED,0.80000000,5,0.04646780,0.17171630,1.00000000,0.03717424,Reduce turnover (limit competing usage),Other,0.00000000,0.00000000,-0.07717384,0.00000000,-0.17171630,0.11799974,-0.00008128,-0.00477127
96,"C00022[K,m]",Pyruvate [mit],C00022,m,DECREASED,0.75000000,8,0.01519078,0.06695851,3.00000000,0.03417926,Reduce turnover (limit competing usage),TCA_Cycle; Glycolysis,-0.00290304,0.01176123,-0.00024564,-0.00904747,-0.01869878,-0.06695851,-0.00027349,0.01163811
97,"C00051[K,p]",Glutathione-SS [pla],C00051,p,DECREASED,0.50000000,8,0.05768155,0.16457681,1.00000000,0.02884077,Reduce turnover (limit competing usage),Other,-0.00549624,0.04219918,0.00459766,-0.02452874,-0.16457681,0.15208561,0.01732630,-0.05064186
98,"C02504[K,c]",C02504 [cyt],C02504,c,DECREASED,0.75000000,4,0.03803703,0.17171630,1.00000000,0.02852778,Reduce turnover (limit competing usage),Other,0.00000000,0.00000000,0.00000000,0.00000000,-0.17171630,0.11799974,-0.00980896,-0.00477127
99,"C00064[K,B]",L-Glutamine [B],C00064,B,DECREASED,0.50000000,8,0.02156695,0.10012747,2.50000000,0.02695869,Reduce turnover (limit competing usage),Amino_Acids,0.05386197,0.00852251,0.00055033,-0.00555531,-0.00006822,-0.10012747,-0.00000118,0.00384858
100,"C00064[K,c]",L-Glutamine [cyt],C00064,c,DECREASED,0.50000000,8,0.02156695,0.10012747,2.50000000,0.02695868,Reduce turnover (limit competing usage),Amino_Acids,0.05386197,0.00852251,0.00055033,-0.00555531,-0.00006822,-0.10012747,-0.00000118,0.00384858
101,"C00084[K,p]",C00084 [pla],C00084,p,INCREASED,0.62500000,8,0.04111082,0.14829705,1.00000000,0.02569426,Enhance turnover (increase supply/demand),Other,-0.00312815,0.02134987,0.00194728,-0.01296531,0.02050821,0.00850383,0.14829705,-0.11218687
102,"C00469[K,p]",C00469 [pla],C00469,p,INCREASED,0.62500000,8,0.04111082,0.14829705,1.00000000,0.02569426,Enhance turnover (increase supply/demand),Other,-0.00312815,0.02134987,0.00194728,-0.01296531,0.02050821,0.00850383,0.14829705,-0.11218687
103,"C00026[K,m]",2-Oxoglutarate [mit],C00026,m,DECREASED,0.75000000,8,0.01003643,0.04008076,3.00000000,0.02258197,Reduce turnover (limit competing usage),TCA_Cycle,-0.00315538,-0.00212100,-0.00404976,-0.00429723,0.01494545,-0.04008076,-0.00004805,0.01159382
104,C00025[P],L-Glutamate [],C00025,,INCREASED,0.66666667,6,0.01167886,0.05085094,2.50000000,0.01946476,Enhance turnover (increase supply/demand),Amino_Acids,0.05085094,0.00641176,-0.00349802,-0.00985997,0.02267468,0.00000000,0.00013547,0.00000000
105,"C00229[K,p]",Acyl-carrier protein [pla],C00229,p,INCREASED,0.62500000,8,0.02968797,0.14010356,1.00000000,0.01855498,Enhance turnover (increase supply/demand),Other,-0.01812174,0.01319525,0.00201157,-0.00767086,0.03504189,0.14010356,0.00881560,-0.01254334
106,"C01209[K,p]",C01209 [pla],C01209,p,INCREASED,0.62500000,8,0.02968797,0.14010355,1.00000000,0.01855498,Enhance turnover (increase supply/demand),Other,-0.01812174,0.01319526,0.00201158,-0.00767085,0.03504189,0.14010355,0.00881560,-0.01254333
107,"C00003[K,m]",NAD+ [mit],C00003,m,DECREASED,0.62500000,8,0.01468159,0.06970725,2.00000000,0.01835199,Reduce turnover (limit competing usage),Energy_Cofactors,-0.00605524,0.00964345,-0.00429540,-0.01334470,0.01111987,0.06970725,-0.00012933,-0.00315750
108,"C00004[K,m]",NADH [mit],C00004,m,DECREASED,0.62500000,8,0.01468159,0.06970725,2.00000000,0.01835199,Reduce turnover (limit competing usage),Energy_Cofactors,-0.00605524,0.00964345,-0.00429540,-0.01334470,0.01111987,0.06970725,-0.00012933,-0.00315750
109,"C00158[K,m]",Citrate [mit],C00158,m,DECREASED,0.75000000,4,0.00739437,0.04008076,3.00000000,0.01663733,Reduce turnover (limit competing usage),TCA_Cycle,0.00000000,0.00000000,0.00000000,0.00000000,-0.00743661,-0.04008076,-0.00004805,0.01158953
110,"C00024[K,m]",Acetyl-CoA [mit],C00024,m,DECREASED,0.75000000,4,0.00717279,0.04829250,3.00000000,0.01613879,Reduce turnover (limit competing usage),TCA_Cycle,0.00000000,0.00000000,0.00000000,0.00000000,-0.00743661,-0.04829250,-0.00004805,0.00160519
111,"C00036[K,m]",Oxaloacetate [mit],C00036,m,DECREASED,0.75000000,4,0.00717279,0.04829250,3.00000000,0.01613879,Reduce turnover (limit competing usage),TCA_Cycle,0.00000000,0.00000000,0.00000000,0.00000000,-0.00743661,-0.04829250,-0.00004805,0.00160519
112,"C00149[K,m]",Malate [mit],C00149,m,DECREASED,0.62500000,8,0.00824545,0.01866601,3.00000000,0.01546021,Reduce turnover (limit competing usage),TCA_Cycle,-0.00605968,0.00963900,-0.00429539,-0.01334469,0.00368328,-0.01866601,-0.00022544,0.01005007
113,"C00127[K,p]",Glutathione-disulfide [pla],C00127,p,DECREASED,0.50000000,8,0.02884078,0.08228841,1.00000000,0.01442039,Reduce turnover (limit competing usage),Other,-0.00274812,0.02109961,0.00229883,-0.01226437,-0.08228841,0.07604280,0.00866315,-0.02532093
114,"C00028[K,p]",C00028 [pla],C00028,p,DECREASED,0.50000000,8,0.02878333,0.08178666,1.00000000,0.01439166,Reduce turnover (limit competing usage),Other,-0.00275417,0.02114085,0.00230335,-0.01228889,-0.08178666,0.07595122,0.00866179,-0.02537968
115,"C00030[K,p]",C00030 [pla],C00030,p,DECREASED,0.50000000,8,0.02878333,0.08178666,1.00000000,0.01439166,Reduce turnover (limit competing usage),Other,-0.00275417,0.02114085,0.00230335,-0.01228889,-0.08178666,0.07595122,0.00866179,-0.02537968
116,"C00094[K,p]",C00094 [pla],C00094,p,DECREASED,0.50000000,8,0.02877526,0.08168161,1.00000000,0.01438763,Reduce turnover (limit competing usage),Other,-0.00275453,0.02114296,0.00230365,-0.01228988,-0.08168161,0.07604274,0.00866308,-0.02532361
117,"C00283[K,p]",C00283 [pla],C00283,p,DECREASED,0.50000000,8,0.02877299,0.08167664,1.00000000,0.01438650,Reduce turnover (limit competing usage),Other,-0.00275403,0.02114097,0.00230352,-0.01228887,-0.08167664,0.07603586,0.00866205,-0.02532201
118,"C00320[K,p]",C00320 [pla],C00320,p,DECREASED,0.50000000,8,0.02877299,0.08167664,1.00000000,0.01438649,Reduce turnover (limit competing usage),Other,-0.00275403,0.02114097,0.00230352,-0.01228887,-0.08167664,0.07603580,0.00866205,-0.02532201
119,"C00087[K,p]",C00087 [pla],C00087,p,DECREASED,0.50000000,8,0.02877298,0.08167665,1.00000000,0.01438649,Reduce turnover (limit competing usage),Other,-0.00275403,0.02114097,0.00230352,-0.01228886,-0.08167665,0.07603574,0.00866205,-0.02532201
120,"C00068[K,p]",C00068 [pla],C00068,p,DECREASED,0.60000000,5,0.02146638,0.17172885,1.00000000,0.01287983,Reduce turnover (limit competing usage),Other,0.00000000,0.00000000,0.00000000,0.00000063,-0.17172885,-0.00000115,0.00000033,-0.00000010
121,"C05125[K,p]",C05125 [pla],C05125,p,DECREASED,0.60000000,5,0.02146638,0.17172885,1.00000000,0.01287983,Reduce turnover (limit competing usage),Other,0.00000000,0.00000000,0.00000000,0.00000063,-0.17172885,-0.00000115,0.00000033,-0.00000010
122,"C00083[K,p]",C00083 [pla],C00083,p,DECREASED,0.50000000,8,0.02560071,0.07464377,1.00000000,0.01280036,Reduce turnover (limit competing usage),Other,-0.00240711,0.01848014,0.00201153,-0.01074242,-0.07464377,0.06558859,0.00879273,-0.02213943
123,"MC00100[K,p]",MC00100 [pla],MC00100,p,DECREASED,0.50000000,8,0.02560071,0.07464376,1.00000000,0.01280036,Reduce turnover (limit competing usage),Other,-0.00240711,0.01848014,0.00201153,-0.01074242,-0.07464376,0.06558859,0.00879272,-0.02213942
124,"C04419[K,p]",C04419 [pla],C04419,p,DECREASED,0.50000000,8,0.02560071,0.07464376,1.00000000,0.01280036,Reduce turnover (limit competing usage),Other,-0.00240711,0.01848014,0.00201153,-0.01074242,-0.07464376,0.06558859,0.00879272,-0.02213942
125,"C00288[K,p]",C00288 [pla],C00288,p,DECREASED,0.50000000,8,0.02560071,0.07464376,1.00000000,0.01280036,Reduce turnover (limit competing usage),Other,-0.00240711,0.01848014,0.00201153,-0.01074242,-0.07464376,0.06558859,0.00879272,-0.02213942
126,"C00006[K,m]",NADP+ [mit],C00006,m,DECREASED,0.75000000,8,0.00801906,0.01866601,2.00000000,0.01202859,Reduce turnover (limit competing usage),Energy_Cofactors,-0.00290304,0.01176123,-0.00024564,-0.00904747,-0.01126218,-0.01866601,-0.00022544,0.01004150
127,"C00005[K,m]",NADPH [mit],C00005,m,DECREASED,0.75000000,8,0.00801906,0.01866601,2.00000000,0.01202859,Reduce turnover (limit competing usage),Energy_Cofactors,-0.00290304,0.01176123,-0.00024564,-0.00904747,-0.01126218,-0.01866601,-0.00022544,0.01004150
128,"C02631[K,p]",C02631 [pla],C02631,p,DECREASED,0.66666667,3,0.01659741,0.07717384,1.00000000,0.01106494,Reduce turnover (limit competing usage),Other,0.00000000,0.00000000,-0.07717384,0.00000000,0.00000000,-0.04587777,0.00972768,0.00000000
129,C00065[P],L-Serine [],C00065,,DECREASED,0.75000000,4,0.00569040,0.02200293,2.50000000,0.01066950,Reduce turnover (limit competing usage),Amino_Acids,0.00000000,0.00000000,0.00000000,0.00000000,-0.02187814,0.02200293,-0.00006551,-0.00157663
130,"C00025[K,B]",L-Glutamate [B],C00025,B,DECREASED,0.50000000,8,0.00846701,0.06001953,2.50000000,0.01058377,Reduce turnover (limit competing usage),Amino_Acids,-0.00000078,0.00000590,0.00000065,-0.00000342,-0.00001688,0.06001953,-0.00000030,0.00768865
131,C00008[P],ADP [],C00008,,DECREASED,0.83333333,6,0.00588771,0.04675328,2.00000000,0.00981285,Reduce turnover (limit competing usage),Energy_Cofactors,-0.00000234,-0.00010478,0.00000196,-0.00001033,0.00000000,-0.00022901,0.00000000,-0.04675328
132,"C04411[K,m]",C04411 [mit],C04411,m,DECREASED,0.50000000,8,0.01960898,0.11799974,1.00000000,0.00980449,Reduce turnover (limit competing usage),Other,0.00025044,0.01388032,0.00380412,-0.00475025,-0.01133441,0.11799974,-0.00008128,-0.00477127
133,"C04236[K,c]",C04236 [cyt],C04236,c,DECREASED,0.50000000,8,0.01960898,0.11799974,1.00000000,0.00980449,Reduce turnover (limit competing usage),Other,0.00025044,0.01388032,0.00380412,-0.00475025,-0.01133441,0.11799974,-0.00008128,-0.00477127
134,"C04411[K,c]",C04411 [cyt],C04411,c,DECREASED,0.50000000,8,0.01960898,0.11799974,1.00000000,0.00980449,Reduce turnover (limit competing usage),Other,0.00025044,0.01388032,0.00380412,-0.00475025,-0.01133441,0.11799974,-0.00008128,-0.00477127
135,"C04236[K,m]",C04236 [mit],C04236,m,DECREASED,0.50000000,8,0.01960898,0.11799974,1.00000000,0.00980449,Reduce turnover (limit competing usage),Other,0.00025044,0.01388032,0.00380412,-0.00475025,-0.01133441,0.11799974,-0.00008128,-0.00477127
136,"C16520[K,m]",C16520 [mit],C16520,m,DECREASED,0.75000000,8,0.01259767,0.06970725,1.00000000,0.00944825,Reduce turnover (limit competing usage),Other,-0.00290304,0.01176123,-0.00024564,-0.00904747,-0.00382557,0.06970725,-0.00012934,-0.00316179
137,"C05764[K,m]",C05764 [mit],C05764,m,DECREASED,0.75000000,8,0.01259767,0.06970725,1.00000000,0.00944825,Reduce turnover (limit competing usage),Other,-0.00290304,0.01176123,-0.00024564,-0.00904747,-0.00382557,0.06970725,-0.00012934,-0.00316179
138,"C00002[K,B]",ATP [B],C00002,B,DECREASED,0.62500000,8,0.00741510,0.04826848,2.00000000,0.00926887,Reduce turnover (limit competing usage),Energy_Cofactors,-0.00016764,0.00127587,0.00014032,-0.00074008,-0.00364818,0.00501660,-0.00006361,-0.04826848
139,"C00015[K,p]",C00015 [pla],C00015,p,DECREASED,0.62500000,8,0.01403989,0.08286729,1.00000000,0.00877493,Reduce turnover (limit competing usage),Other,-0.00000911,0.00001399,0.00000766,-0.00001823,-0.00007741,0.00009696,-0.08286729,-0.02922850
140,"C00075[K,p]",C00075 [pla],C00075,p,DECREASED,0.62500000,8,0.01403431,0.08287188,1.00000000,0.00877145,Reduce turnover (limit competing usage),Other,-0.00000240,0.00001897,0.00000071,-0.00001136,-0.00005907,0.00008038,-0.08287188,-0.02922974
141,"C00084[K,c]",C00084 [cyt],C00084,c,DECREASED,0.50000000,8,0.01606880,0.07549781,1.00000000,0.00803440,Reduce turnover (limit competing usage),Other,-0.00000708,0.00004304,0.00000487,-0.00002569,-0.00357359,0.04934148,0.07549781,-0.00005688
142,"C00469[K,c]",C00469 [cyt],C00469,c,DECREASED,0.50000000,8,0.01591893,0.07549998,1.00000000,0.00795946,Reduce turnover (limit competing usage),Other,-0.00000709,0.00004303,0.00000487,-0.00002569,-0.00254065,0.04917246,0.07549998,-0.00005766
143,"C00354[K,p]","D-Fructose-1,6-bisP [pla]",C00354,p,DECREASED,1.00000000,4,0.00370211,0.02922974,2.00000000,0.00740423,Reduce turnover (limit competing usage),Glycolysis,0.00000000,0.00000000,0.00000000,0.00000000,-0.00005782,-0.00025158,-0.00007776,-0.02922974
144,"C00122[K,m]",Fumarate [mit],C00122,m,DECREASED,0.66666667,6,0.00357356,0.01494545,3.00000000,0.00714711,Reduce turnover (limit competing usage),TCA_Cycle,-0.00315664,-0.00212223,-0.00404976,-0.00429723,0.01494545,0.00000000,0.00000000,0.00001715
145,"C00042[K,m]",Succinate [mit],C00042,m,DECREASED,0.66666667,6,0.00357356,0.01494545,3.00000000,0.00714711,Reduce turnover (limit competing usage),TCA_Cycle,-0.00315664,-0.00212223,-0.00404976,-0.00429723,0.01494545,0.00000000,0.00000000,0.00001715
146,"C00065[K,p]",L-Serine [pla],C00065,p,DECREASED,0.57142857,7,0.00475578,0.01873007,2.50000000,0.00679396,Reduce turnover (limit competing usage),Amino_Acids,-0.00017809,0.00135905,0.00014918,-0.00079040,0.01873007,-0.01683934,-0.00000007,0.00000000
147,"C00010[K,m]",CoA [mit],C00010,m,DECREASED,0.75000000,8,0.00888625,0.04829250,1.00000000,0.00666469,Reduce turnover (limit competing usage),Other,-0.00315284,-0.00211846,-0.00404976,-0.00429723,0.00750884,-0.04829250,-0.00004805,0.00162234
148,"C00158[K,c]",Citrate [cyt],C00158,c,INCREASED,0.66666667,3,0.00320409,0.00998434,3.00000000,0.00640817,Enhance turnover (increase supply/demand),TCA_Cycle,0.00000000,0.00000000,0.00000000,0.00000000,-0.00743661,0.00821174,0.00000000,0.00998434
149,"C00020[K,p]",AMP [pla],C00020,p,DECREASED,0.50000000,8,0.00627253,0.01766209,2.00000000,0.00627253,Reduce turnover (limit competing usage),Energy_Cofactors,-0.00034680,0.00266105,0.00029080,-0.00154873,0.01461081,0.01766209,-0.00975413,-0.00330586
150,"C00148[K,m]",L-Proline [mit],C00148,m,DECREASED,0.66666667,6,0.00357292,0.01494545,2.50000000,0.00595487,Reduce turnover (limit competing usage),Amino_Acids,-0.00315411,-0.00211969,-0.00404976,-0.00429723,0.01494545,0.00000000,0.00000000,0.00001715
151,"C00085[K,p]",D-Fructose-6P [pla],C00085,p,DECREASED,0.75000000,8,0.00373258,0.02925342,2.00000000,0.00559887,Reduce turnover (limit competing usage),Glycolysis,-0.00000233,0.00001770,0.00000194,-0.00001028,-0.00032069,-0.00018173,-0.00007255,-0.02925342
152,"C00008[K,m]",ADP [mit],C00008,m,DECREASED,0.50000000,8,0.00539111,0.02241817,2.00000000,0.00539111,Reduce turnover (limit competing usage),Energy_Cofactors,-0.00473306,-0.00318143,-0.00607464,-0.00644584,0.02241817,0.00013332,0.00012524,0.00001715
153,"C00002[K,m]",ATP [mit],C00002,m,DECREASED,0.50000000,8,0.00539111,0.02241817,2.00000000,0.00539111,Reduce turnover (limit competing usage),Energy_Cofactors,-0.00473306,-0.00318143,-0.00607464,-0.00644584,0.02241817,0.00013332,0.00012524,0.00001715
154,"C00009[K,m]",Orthophosphate [mit],C00009,m,DECREASED,0.50000000,8,0.01076370,0.04493328,1.00000000,0.00538185,Reduce turnover (limit competing usage),Other,-0.00946168,-0.00639676,-0.01215300,-0.01287200,0.04493328,0.00013332,0.00012524,0.00003429
155,"C00093[K,c]",C00093 [cyt],C00093,c,DECREASED,0.62500000,8,0.00766227,0.03623882,1.00000000,0.00478892,Reduce turnover (limit competing usage),Other,-0.00034481,0.00262973,0.00028825,-0.00152980,0.03623882,-0.01213345,-0.00498001,-0.00315329
156,"C00417[K,m]",C00417 [mit],C00417,m,DECREASED,0.66666667,3,0.00646479,0.04008076,1.00000000,0.00430986,Reduce turnover (limit competing usage),Other,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.04008076,-0.00004805,0.01158953
157,"C00451[K,m]",C00451 [mit],C00451,m,DECREASED,0.66666667,3,0.00646479,0.04008076,1.00000000,0.00430986,Reduce turnover (limit competing usage),Other,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.04008076,-0.00004805,0.01158953
158,"MC00978[K,c]",MC00978 [cyt],MC00978,c,INCREASED,0.75000000,4,0.00489691,0.02187504,1.00000000,0.00367269,Enhance turnover (increase supply/demand),Other,0.00000073,0.00000081,0.00000000,0.00000000,-0.02187504,0.01729874,0.00000000,0.00000000
159,"MC00989[K,c]",MC00989 [cyt],MC00989,c,INCREASED,0.75000000,4,0.00489691,0.02187504,1.00000000,0.00367269,Enhance turnover (increase supply/demand),Other,0.00000073,0.00000081,0.00000000,0.00000000,-0.02187504,0.01729873,0.00000000,0.00000000
160,C00105[P],C00105 [],C00105,,DECREASED,1.00000000,1,0.00365079,0.02920632,1.00000000,0.00365079,Reduce turnover (limit competing usage),Other,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.02920632
161,"C03912[K,m]",C03912 [mit],C03912,m,DECREASED,0.66666667,6,0.00535853,0.02241817,1.00000000,0.00357235,Reduce turnover (limit competing usage),Other,-0.00472990,-0.00317826,-0.00607464,-0.00644584,0.02241817,0.00000000,0.00000000,0.00002144
162,"C00013[K,p]",Diphosphate [pla],C00013,p,DECREASED,0.50000000,8,0.00638439,0.01874784,1.00000000,0.00319219,Reduce turnover (limit competing usage),Other,-0.00039093,0.00299878,0.00032671,-0.00174233,0.01331004,0.01874784,-0.00984231,-0.00371615
163,"C00249[K,p]",C00249 [pla],C00249,p,DECREASED,0.50000000,8,0.00618033,0.01730571,1.00000000,0.00309016,Reduce turnover (limit competing usage),Other,-0.00034429,0.00263227,0.00028739,-0.00153095,0.01435965,0.01730571,-0.00982743,-0.00315493
164,"C00154[K,p]",C00154 [pla],C00154,p,DECREASED,0.50000000,8,0.00618030,0.01730552,1.00000000,0.00309015,Reduce turnover (limit competing usage),Other,-0.00034429,0.00263222,0.00028739,-0.00153092,0.01435980,0.01730552,-0.00982743,-0.00315487
165,"C04036[K,p]",C04036 [pla],C04036,p,DECREASED,0.50000000,8,0.00618008,0.01730369,1.00000000,0.00309004,Reduce turnover (limit competing usage),Other,-0.00034428,0.00263223,0.00028739,-0.00153093,0.01435980,0.01730369,-0.00982743,-0.00315487
166,"C04036[K,c]",C04036 [cyt],C04036,c,DECREASED,0.50000000,8,0.00618001,0.01729876,1.00000000,0.00309001,Reduce turnover (limit competing usage),Other,-0.00034406,0.00263053,0.00028825,-0.00152981,0.01436676,0.01729876,-0.00982861,-0.00315333
167,"160PE[K,B]","160PE[K,B]","160PE[K,B]",B,DECREASED,0.50000000,8,0.00617967,0.01729741,1.00000000,0.00308983,Reduce turnover (limit competing usage),Other,-0.00034451,0.00262961,0.00028825,-0.00152996,0.01436577,0.01729741,-0.00982857,-0.00315325
168,"C16219[K,p]",C16219 [pla],C16219,p,DECREASED,0.62500000,8,0.00481930,0.02189514,1.00000000,0.00301207,Reduce turnover (limit competing usage),Other,0.00000037,0.00000677,-0.00000003,-0.00000322,-0.02189514,-0.00694395,0.00969810,-0.00000686
169,"C16221[K,p]",C16221 [pla],C16221,p,DECREASED,0.62500000,8,0.00481930,0.02189514,1.00000000,0.00301207,Reduce turnover (limit competing usage),Other,0.00000037,0.00000677,-0.00000003,-0.00000322,-0.02189514,-0.00694395,0.00969810,-0.00000686
170,"C16220[K,p]",C16220 [pla],C16220,p,DECREASED,0.62500000,8,0.00481930,0.02189514,1.00000000,0.00301207,Reduce turnover (limit competing usage),Other,0.00000037,0.00000677,-0.00000003,-0.00000322,-0.02189514,-0.00694395,0.00969810,-0.00000686
171,"C04088[K,p]",C04088 [pla],C04088,p,DECREASED,0.62500000,8,0.00481930,0.02189514,1.00000000,0.00301206,Reduce turnover (limit competing usage),Other,0.00000037,0.00000677,-0.00000003,-0.00000322,-0.02189514,-0.00694395,0.00969810,-0.00000686
172,"C01203[K,p]",C01203 [pla],C01203,p,DECREASED,0.62500000,8,0.00481930,0.02189513,1.00000000,0.00301206,Reduce turnover (limit competing usage),Other,0.00000037,0.00000676,-0.00000003,-0.00000322,-0.02189513,-0.00694396,0.00969809,-0.00000685
173,"C06427[K,p]",C06427 [pla],C06427,p,DECREASED,0.62500000,8,0.00481849,0.02187963,1.00000000,0.00301156,Reduce turnover (limit competing usage),Other,0.00000053,0.00000231,-0.00000106,-0.00000101,-0.02187963,-0.00696473,0.00969701,-0.00000166
174,"MC00919[K,p]",MC00919 [pla],MC00919,p,DECREASED,0.62500000,8,0.00481849,0.02187963,1.00000000,0.00301156,Reduce turnover (limit competing usage),Other,0.00000053,0.00000231,-0.00000106,-0.00000101,-0.02187963,-0.00696473,0.00969701,-0.00000166
175,"C06427[K,c]",C06427 [cyt],C06427,c,DECREASED,0.62500000,8,0.00481849,0.02187963,1.00000000,0.00301156,Reduce turnover (limit competing usage),Other,0.00000053,0.00000231,-0.00000105,-0.00000101,-0.02187963,-0.00696473,0.00969701,-0.00000167
176,"MC00918[K,p]",MC00918 [pla],MC00918,p,DECREASED,0.62500000,8,0.00481849,0.02187963,1.00000000,0.00301156,Reduce turnover (limit competing usage),Other,0.00000053,0.00000231,-0.00000106,-0.00000101,-0.02187963,-0.00696473,0.00969701,-0.00000166
177,"C16162[K,c]",C16162 [cyt],C16162,c,DECREASED,0.62500000,8,0.00481847,0.02187935,1.00000000,0.00301155,Reduce turnover (limit competing usage),Other,0.00000054,0.00000220,-0.00000106,-0.00000095,-0.02187935,-0.00696514,0.00969701,-0.00000154
178,"183PE[K,B]","183PE[K,B]","183PE[K,B]",B,DECREASED,0.62500000,8,0.00481831,0.02187653,1.00000000,0.00301144,Reduce turnover (limit competing usage),Other,-0.00000068,-0.00000064,0.00000002,-0.00000082,-0.02187653,-0.00697137,0.00969634,0.00000004
